judge_id,dim_a,dim_b,label_a,label_b,pearson_r,halo_flag
Dr_I,user_problem_frame_development,user_epistemic_stance_regulation,Problem-frame development,Epistemic stance regulation,0.41378762918225254,False
Dr_I,user_problem_frame_development,user_authorship_direction_setting,Problem-frame development,Authorship & direction-setting,0.5687868631555023,False
Dr_I,user_problem_frame_development,user_implementation_relevant_progress,Problem-frame development,Implementation-relevant progress,0.4095320831106957,False
Dr_I,user_reflective_engagement,user_constraint_integration,Reflective engagement,Constraint integration,0.3996372100618012,False
Dr_I,user_reflective_engagement,user_epistemic_stance_regulation,Reflective engagement,Epistemic stance regulation,0.6137716594639379,False
Dr_I,user_reflective_engagement,user_authorship_direction_setting,Reflective engagement,Authorship & direction-setting,0.2429782993061579,False
Dr_I,user_reflective_engagement,user_implementation_relevant_progress,Reflective engagement,Implementation-relevant progress,0.45409569431510693,False
Dr_I,user_constraint_integration,user_epistemic_stance_regulation,Constraint integration,Epistemic stance regulation,0.47788150861328155,False
Dr_I,user_constraint_integration,user_authorship_direction_setting,Constraint integration,Authorship & direction-setting,0.4869452611001427,False
Dr_I,user_constraint_integration,user_implementation_relevant_progress,Constraint integration,Implementation-relevant progress,0.5375963361404436,False
Dr_I,user_epistemic_stance_regulation,user_authorship_direction_setting,Epistemic stance regulation,Authorship & direction-setting,0.4774666048610568,False
Dr_I,user_epistemic_stance_regulation,user_implementation_relevant_progress,Epistemic stance regulation,Implementation-relevant progress,0.38906842656123575,False
Dr_I,user_authorship_direction_setting,user_implementation_relevant_progress,Authorship & direction-setting,Implementation-relevant progress,0.42252138215569957,False
Dr_D,user_ideational_fluency,user_cognitive_flexibility,Ideational fluency,Cognitive flexibility,0.7672398986887922,False
Dr_D,user_ideational_fluency,user_problem_frame_development,Ideational fluency,Problem-frame development,0.4924516820559816,False
Dr_D,user_ideational_fluency,user_reflective_engagement,Ideational fluency,Reflective engagement,0.18307822738087004,False
Dr_D,user_ideational_fluency,user_constraint_integration,Ideational fluency,Constraint integration,0.3884327247907239,False
Dr_D,user_ideational_fluency,user_epistemic_stance_regulation,Ideational fluency,Epistemic stance regulation,0.29394039648260384,False
Dr_D,user_ideational_fluency,user_authorship_direction_setting,Ideational fluency,Authorship & direction-setting,0.6191768381606726,False
Dr_D,user_ideational_fluency,user_implementation_relevant_progress,Ideational fluency,Implementation-relevant progress,0.3687285073794084,False
Dr_D,user_cognitive_flexibility,user_problem_frame_development,Cognitive flexibility,Problem-frame development,0.681577783253086,False
Dr_D,user_cognitive_flexibility,user_reflective_engagement,Cognitive flexibility,Reflective engagement,0.47922270577180354,False
Dr_D,user_cognitive_flexibility,user_constraint_integration,Cognitive flexibility,Constraint integration,0.39125264069390836,False
Dr_D,user_cognitive_flexibility,user_epistemic_stance_regulation,Cognitive flexibility,Epistemic stance regulation,0.35392138396993184,False
Dr_D,user_cognitive_flexibility,user_authorship_direction_setting,Cognitive flexibility,Authorship & direction-setting,0.5409485871018076,False
Dr_D,user_cognitive_flexibility,user_implementation_relevant_progress,Cognitive flexibility,Implementation-relevant progress,0.20571787730775234,False
Dr_D,user_problem_frame_development,user_reflective_engagement,Problem-frame development,Reflective engagement,0.6543202622543958,False
Dr_D,user_problem_frame_development,user_constraint_integration,Problem-frame development,Constraint integration,0.540160195541058,False
Dr_D,user_problem_frame_development,user_epistemic_stance_regulation,Problem-frame development,Epistemic stance regulation,0.4371977626815135,False
Dr_D,user_problem_frame_development,user_authorship_direction_setting,Problem-frame development,Authorship & direction-setting,0.5720334133433854,False
Dr_D,user_problem_frame_development,user_implementation_relevant_progress,Problem-frame development,Implementation-relevant progress,0.2761621879165481,False
Dr_D,user_reflective_engagement,user_constraint_integration,Reflective engagement,Constraint integration,0.3243110876666632,False
Dr_D,user_reflective_engagement,user_epistemic_stance_regulation,Reflective engagement,Epistemic stance regulation,0.710417897947502,False
Dr_D,user_reflective_engagement,user_authorship_direction_setting,Reflective engagement,Authorship & direction-setting,0.31022024476321647,False
Dr_D,user_reflective_engagement,user_implementation_relevant_progress,Reflective engagement,Implementation-relevant progress,0.3301229698464138,False
Dr_D,user_constraint_integration,user_epistemic_stance_regulation,Constraint integration,Epistemic stance regulation,0.3787823935053597,False
Dr_D,user_constraint_integration,user_authorship_direction_setting,Constraint integration,Authorship & direction-setting,0.3660741459044406,False
Dr_D,user_constraint_integration,user_implementation_relevant_progress,Constraint integration,Implementation-relevant progress,0.37282915981698106,False
Dr_D,user_epistemic_stance_regulation,user_authorship_direction_setting,Epistemic stance regulation,Authorship & direction-setting,0.4278278043697324,False
Dr_D,user_epistemic_stance_regulation,user_implementation_relevant_progress,Epistemic stance regulation,Implementation-relevant progress,0.4072792750085523,False
Dr_D,user_authorship_direction_setting,user_implementation_relevant_progress,Authorship & direction-setting,Implementation-relevant progress,0.32135992887245535,False
Dr_L,user_ideational_fluency,user_cognitive_flexibility,Ideational fluency,Cognitive flexibility,0.772227791078809,False
Dr_L,user_ideational_fluency,user_problem_frame_development,Ideational fluency,Problem-frame development,0.45863480478886615,False
Dr_L,user_ideational_fluency,user_reflective_engagement,Ideational fluency,Reflective engagement,0.2777370437231307,False
Dr_L,user_ideational_fluency,user_constraint_integration,Ideational fluency,Constraint integration,0.3491336677847105,False
Dr_L,user_ideational_fluency,user_epistemic_stance_regulation,Ideational fluency,Epistemic stance regulation,0.4394586060316484,False
Dr_L,user_ideational_fluency,user_authorship_direction_setting,Ideational fluency,Authorship & direction-setting,0.5123224110131775,False
Dr_L,user_ideational_fluency,user_implementation_relevant_progress,Ideational fluency,Implementation-relevant progress,0.3790190965002956,False
Dr_L,user_cognitive_flexibility,user_problem_frame_development,Cognitive flexibility,Problem-frame development,0.5052185298342516,False
Dr_L,user_cognitive_flexibility,user_reflective_engagement,Cognitive flexibility,Reflective engagement,0.36335457174117364,False
Dr_L,user_cognitive_flexibility,user_constraint_integration,Cognitive flexibility,Constraint integration,0.31881794333721636,False
Dr_L,user_cognitive_flexibility,user_epistemic_stance_regulation,Cognitive flexibility,Epistemic stance regulation,0.36172699597976277,False
Dr_L,user_cognitive_flexibility,user_authorship_direction_setting,Cognitive flexibility,Authorship & direction-setting,0.5030275735348146,False
Dr_L,user_cognitive_flexibility,user_implementation_relevant_progress,Cognitive flexibility,Implementation-relevant progress,0.23987406698240582,False
Dr_L,user_problem_frame_development,user_reflective_engagement,Problem-frame development,Reflective engagement,0.6205512410924059,False
Dr_L,user_problem_frame_development,user_constraint_integration,Problem-frame development,Constraint integration,0.5575323700624515,False
Dr_L,user_problem_frame_development,user_epistemic_stance_regulation,Problem-frame development,Epistemic stance regulation,0.5263782513284808,False
Dr_L,user_problem_frame_development,user_authorship_direction_setting,Problem-frame development,Authorship & direction-setting,0.37668389929683743,False
Dr_L,user_problem_frame_development,user_implementation_relevant_progress,Problem-frame development,Implementation-relevant progress,0.33217565395605114,False
Dr_L,user_reflective_engagement,user_constraint_integration,Reflective engagement,Constraint integration,0.3994363455002033,False
Dr_L,user_reflective_engagement,user_epistemic_stance_regulation,Reflective engagement,Epistemic stance regulation,0.6346089232662815,False
Dr_L,user_reflective_engagement,user_authorship_direction_setting,Reflective engagement,Authorship & direction-setting,0.22935308905970808,False
Dr_L,user_reflective_engagement,user_implementation_relevant_progress,Reflective engagement,Implementation-relevant progress,0.39053796006909614,False
Dr_L,user_constraint_integration,user_epistemic_stance_regulation,Constraint integration,Epistemic stance regulation,0.36488035470104535,False
Dr_L,user_constraint_integration,user_authorship_direction_setting,Constraint integration,Authorship & direction-setting,0.28300337529942066,False
Dr_L,user_constraint_integration,user_implementation_relevant_progress,Constraint integration,Implementation-relevant progress,0.424887104710842,False
Dr_L,user_epistemic_stance_regulation,user_authorship_direction_setting,Epistemic stance regulation,Authorship & direction-setting,0.4563405441503279,False
Dr_L,user_epistemic_stance_regulation,user_implementation_relevant_progress,Epistemic stance regulation,Implementation-relevant progress,0.4650429086909788,False
Dr_L,user_authorship_direction_setting,user_implementation_relevant_progress,Authorship & direction-setting,Implementation-relevant progress,0.2616351051542582,False
