message_id,conversation_id,User_id,persona_label,condition,family
774,162,32,GPT,GPT,Convergent
780,162,32,GPT,GPT,Convergent
803,162,32,GPT,GPT,Convergent
863,162,32,GPT,GPT,Convergent
871,162,32,GPT,GPT,Convergent
751,164,33,GPT,GPT,Convergent
758,164,33,GPT,GPT,Convergent
815,164,33,GPT,GPT,Convergent
839,164,33,GPT,GPT,Convergent
875,164,33,GPT,GPT,Convergent
889,166,33,Convergent,Persona,Convergent
915,166,33,Convergent,Persona,Convergent
967,166,33,Convergent,Persona,Convergent
999,166,33,Convergent,Persona,Convergent
1056,166,33,Convergent,Persona,Convergent
890,167,29,Convergent,Persona,Convergent
913,167,29,Convergent,Persona,Convergent
941,167,29,Convergent,Persona,Convergent
977,167,29,Convergent,Persona,Convergent
1000,167,29,Convergent,Persona,Convergent
1032,167,29,Convergent,Persona,Convergent
1045,167,29,Convergent,Persona,Convergent
891,168,28,Convergent,Persona,Convergent
912,168,28,Convergent,Persona,Convergent
957,168,28,Convergent,Persona,Convergent
993,168,28,Convergent,Persona,Convergent
1027,168,28,Convergent,Persona,Convergent
1055,168,28,Convergent,Persona,Convergent
894,169,25,Convergent,Persona,Convergent
927,169,25,Convergent,Persona,Convergent
943,169,25,Convergent,Persona,Convergent
965,169,25,Convergent,Persona,Convergent
996,169,25,Convergent,Persona,Convergent
1021,169,25,Convergent,Persona,Convergent
1051,169,25,Convergent,Persona,Convergent
896,170,32,Convergent,Persona,Convergent
924,170,32,Convergent,Persona,Convergent
947,170,32,Convergent,Persona,Convergent
984,170,32,Convergent,Persona,Convergent
1017,170,32,Convergent,Persona,Convergent
1029,170,32,Convergent,Persona,Convergent
1037,170,32,Convergent,Persona,Convergent
1048,170,32,Convergent,Persona,Convergent
897,171,24,Convergent,Persona,Convergent
923,171,24,Convergent,Persona,Convergent
929,171,24,Convergent,Persona,Convergent
935,171,24,Convergent,Persona,Convergent
953,171,24,Convergent,Persona,Convergent
961,171,24,Convergent,Persona,Convergent
975,171,24,Convergent,Persona,Convergent
987,171,24,Convergent,Persona,Convergent
991,171,24,Convergent,Persona,Convergent
1009,171,24,Convergent,Persona,Convergent
1011,171,24,Convergent,Persona,Convergent
1015,171,24,Convergent,Persona,Convergent
1019,171,24,Convergent,Persona,Convergent
901,172,27,Convergent,Persona,Convergent
911,172,27,Convergent,Persona,Convergent
931,172,27,Convergent,Persona,Convergent
951,172,27,Convergent,Persona,Convergent
969,172,27,Convergent,Persona,Convergent
981,172,27,Convergent,Persona,Convergent
1005,172,27,Convergent,Persona,Convergent
1020,172,27,Convergent,Persona,Convergent
1043,172,27,Convergent,Persona,Convergent
907,175,31,Convergent,Persona,Convergent
919,175,31,Convergent,Persona,Convergent
939,175,31,Convergent,Persona,Convergent
955,175,31,Convergent,Persona,Convergent
970,175,31,Convergent,Persona,Convergent
979,175,31,Convergent,Persona,Convergent
995,175,31,Convergent,Persona,Convergent
1024,175,31,Convergent,Persona,Convergent
1039,175,31,Convergent,Persona,Convergent
909,176,30,Convergent,Persona,Convergent
933,176,30,Convergent,Persona,Convergent
949,176,30,Convergent,Persona,Convergent
983,176,30,Convergent,Persona,Convergent
1007,176,30,Convergent,Persona,Convergent
1035,176,30,Convergent,Persona,Convergent
1052,176,30,Convergent,Persona,Convergent
1069,180,34,GPT,GPT,Divergent
1081,180,34,GPT,GPT,Divergent
1092,180,34,GPT,GPT,Divergent
1103,180,34,GPT,GPT,Divergent
1114,180,34,GPT,GPT,Divergent
1126,180,34,GPT,GPT,Divergent
1135,180,34,GPT,GPT,Divergent
1141,180,34,GPT,GPT,Divergent
1072,182,35,GPT,GPT,Divergent
1085,182,35,GPT,GPT,Divergent
1099,182,35,GPT,GPT,Divergent
1123,182,35,GPT,GPT,Divergent
1129,182,35,GPT,GPT,Divergent
1137,182,35,GPT,GPT,Divergent
1145,182,35,GPT,GPT,Divergent
1075,183,36,GPT,GPT,Divergent
1087,183,36,GPT,GPT,Divergent
1097,183,36,GPT,GPT,Divergent
1109,183,36,GPT,GPT,Divergent
1117,183,36,GPT,GPT,Divergent
1077,184,37,GPT,GPT,Divergent
1083,184,37,GPT,GPT,Divergent
1091,184,37,GPT,GPT,Divergent
1101,184,37,GPT,GPT,Divergent
1107,184,37,GPT,GPT,Divergent
1111,184,37,GPT,GPT,Divergent
1119,184,37,GPT,GPT,Divergent
1125,184,37,GPT,GPT,Divergent
1133,184,37,GPT,GPT,Divergent
1143,184,37,GPT,GPT,Divergent
1079,185,38,GPT,GPT,Divergent
1089,185,38,GPT,GPT,Divergent
1095,185,38,GPT,GPT,Divergent
1105,185,38,GPT,GPT,Divergent
1113,185,38,GPT,GPT,Divergent
1147,187,38,Divergent,Persona,Divergent
1161,187,38,Divergent,Persona,Divergent
1175,187,38,Divergent,Persona,Divergent
1181,187,38,Divergent,Persona,Divergent
1191,187,38,Divergent,Persona,Divergent
1201,187,38,Divergent,Persona,Divergent
1148,188,36,Divergent,Persona,Divergent
1167,188,36,Divergent,Persona,Divergent
1179,188,36,Divergent,Persona,Divergent
1195,188,36,Divergent,Persona,Divergent
1210,188,36,Divergent,Persona,Divergent
1149,189,34,Divergent,Persona,Divergent
1159,189,34,Divergent,Persona,Divergent
1171,189,34,Divergent,Persona,Divergent
1183,189,34,Divergent,Persona,Divergent
1189,189,34,Divergent,Persona,Divergent
1202,189,34,Divergent,Persona,Divergent
1205,189,34,Divergent,Persona,Divergent
1209,189,34,Divergent,Persona,Divergent
1153,190,35,Divergent,Persona,Divergent
1163,190,35,Divergent,Persona,Divergent
1177,190,35,Divergent,Persona,Divergent
1187,190,35,Divergent,Persona,Divergent
1199,190,35,Divergent,Persona,Divergent
1213,190,35,Divergent,Persona,Divergent
1217,190,35,Divergent,Persona,Divergent
1157,192,37,Divergent,Persona,Divergent
1162,192,37,Divergent,Persona,Divergent
1169,192,37,Divergent,Persona,Divergent
1173,192,37,Divergent,Persona,Divergent
1185,192,37,Divergent,Persona,Divergent
1193,192,37,Divergent,Persona,Divergent
1197,192,37,Divergent,Persona,Divergent
1207,192,37,Divergent,Persona,Divergent
1215,192,37,Divergent,Persona,Divergent
1220,194,39,BoundedRational,Persona,BoundedRational
1253,194,39,BoundedRational,Persona,BoundedRational
1265,194,39,BoundedRational,Persona,BoundedRational
1268,194,39,BoundedRational,Persona,BoundedRational
1281,194,39,BoundedRational,Persona,BoundedRational
1295,194,39,BoundedRational,Persona,BoundedRational
1305,194,39,BoundedRational,Persona,BoundedRational
1325,194,39,BoundedRational,Persona,BoundedRational
1335,194,39,BoundedRational,Persona,BoundedRational
1350,194,39,BoundedRational,Persona,BoundedRational
1359,194,39,BoundedRational,Persona,BoundedRational
1221,195,40,BoundedRational,Persona,BoundedRational
1243,195,40,BoundedRational,Persona,BoundedRational
1273,195,40,BoundedRational,Persona,BoundedRational
1317,195,40,BoundedRational,Persona,BoundedRational
1337,195,40,BoundedRational,Persona,BoundedRational
1363,195,40,BoundedRational,Persona,BoundedRational
1378,195,40,BoundedRational,Persona,BoundedRational
1225,196,41,BoundedRational,Persona,BoundedRational
1250,196,41,BoundedRational,Persona,BoundedRational
1277,196,41,BoundedRational,Persona,BoundedRational
1309,196,41,BoundedRational,Persona,BoundedRational
1323,196,41,BoundedRational,Persona,BoundedRational
1349,196,41,BoundedRational,Persona,BoundedRational
1231,199,43,BoundedRational,Persona,BoundedRational
1241,199,43,BoundedRational,Persona,BoundedRational
1263,199,43,BoundedRational,Persona,BoundedRational
1275,199,43,BoundedRational,Persona,BoundedRational
1297,199,43,BoundedRational,Persona,BoundedRational
1307,199,43,BoundedRational,Persona,BoundedRational
1326,199,43,BoundedRational,Persona,BoundedRational
1339,199,43,BoundedRational,Persona,BoundedRational
1353,199,43,BoundedRational,Persona,BoundedRational
1362,199,43,BoundedRational,Persona,BoundedRational
1373,199,43,BoundedRational,Persona,BoundedRational
1233,200,44,BoundedRational,Persona,BoundedRational
1256,200,44,BoundedRational,Persona,BoundedRational
1261,200,44,BoundedRational,Persona,BoundedRational
1282,200,44,BoundedRational,Persona,BoundedRational
1288,200,44,BoundedRational,Persona,BoundedRational
1301,200,44,BoundedRational,Persona,BoundedRational
1311,200,44,BoundedRational,Persona,BoundedRational
1319,200,44,BoundedRational,Persona,BoundedRational
1329,200,44,BoundedRational,Persona,BoundedRational
1344,200,44,BoundedRational,Persona,BoundedRational
1361,200,44,BoundedRational,Persona,BoundedRational
1235,201,45,BoundedRational,Persona,BoundedRational
1247,201,45,BoundedRational,Persona,BoundedRational
1259,201,45,BoundedRational,Persona,BoundedRational
1267,201,45,BoundedRational,Persona,BoundedRational
1291,201,45,BoundedRational,Persona,BoundedRational
1303,201,45,BoundedRational,Persona,BoundedRational
1321,201,45,BoundedRational,Persona,BoundedRational
1343,201,45,BoundedRational,Persona,BoundedRational
1367,201,45,BoundedRational,Persona,BoundedRational
1371,201,45,BoundedRational,Persona,BoundedRational
1379,201,45,BoundedRational,Persona,BoundedRational
1385,201,45,BoundedRational,Persona,BoundedRational
1236,202,46,BoundedRational,Persona,BoundedRational
1255,202,46,BoundedRational,Persona,BoundedRational
1279,202,46,BoundedRational,Persona,BoundedRational
1315,202,46,BoundedRational,Persona,BoundedRational
1330,202,46,BoundedRational,Persona,BoundedRational
1369,202,46,BoundedRational,Persona,BoundedRational
1383,202,46,BoundedRational,Persona,BoundedRational
1239,203,47,BoundedRational,Persona,BoundedRational
1249,203,47,BoundedRational,Persona,BoundedRational
1292,203,47,BoundedRational,Persona,BoundedRational
1341,203,47,BoundedRational,Persona,BoundedRational
1355,203,47,BoundedRational,Persona,BoundedRational
1377,203,47,BoundedRational,Persona,BoundedRational
1285,204,42,BoundedRational,Persona,BoundedRational
1287,204,42,BoundedRational,Persona,BoundedRational
1299,204,42,BoundedRational,Persona,BoundedRational
1313,204,42,BoundedRational,Persona,BoundedRational
1332,204,42,BoundedRational,Persona,BoundedRational
1347,204,42,BoundedRational,Persona,BoundedRational
1357,204,42,BoundedRational,Persona,BoundedRational
1375,204,42,BoundedRational,Persona,BoundedRational
1387,205,46,GPT,GPT,BoundedRational
1408,205,46,GPT,GPT,BoundedRational
1441,205,46,GPT,GPT,BoundedRational
1471,205,46,GPT,GPT,BoundedRational
1487,205,46,GPT,GPT,BoundedRational
1509,205,46,GPT,GPT,BoundedRational
1531,205,46,GPT,GPT,BoundedRational
1555,205,46,GPT,GPT,BoundedRational
1566,205,46,GPT,GPT,BoundedRational
1389,206,42,GPT,GPT,BoundedRational
1423,206,42,GPT,GPT,BoundedRational
1431,206,42,GPT,GPT,BoundedRational
1442,206,42,GPT,GPT,BoundedRational
1461,206,42,GPT,GPT,BoundedRational
1479,206,42,GPT,GPT,BoundedRational
1489,206,42,GPT,GPT,BoundedRational
1507,206,42,GPT,GPT,BoundedRational
1517,206,42,GPT,GPT,BoundedRational
1392,208,44,GPT,GPT,BoundedRational
1419,208,44,GPT,GPT,BoundedRational
1425,208,44,GPT,GPT,BoundedRational
1437,208,44,GPT,GPT,BoundedRational
1453,208,44,GPT,GPT,BoundedRational
1459,208,44,GPT,GPT,BoundedRational
1473,208,44,GPT,GPT,BoundedRational
1492,208,44,GPT,GPT,BoundedRational
1518,208,44,GPT,GPT,BoundedRational
1537,208,44,GPT,GPT,BoundedRational
1553,208,44,GPT,GPT,BoundedRational
1569,208,44,GPT,GPT,BoundedRational
1571,208,44,GPT,GPT,BoundedRational
1394,209,40,GPT,GPT,BoundedRational
1416,209,40,GPT,GPT,BoundedRational
1451,209,40,GPT,GPT,BoundedRational
1463,209,40,GPT,GPT,BoundedRational
1491,209,40,GPT,GPT,BoundedRational
1501,209,40,GPT,GPT,BoundedRational
1511,209,40,GPT,GPT,BoundedRational
1527,209,40,GPT,GPT,BoundedRational
1539,209,40,GPT,GPT,BoundedRational
1542,209,40,GPT,GPT,BoundedRational
1559,209,40,GPT,GPT,BoundedRational
1396,210,45,GPT,GPT,BoundedRational
1415,210,45,GPT,GPT,BoundedRational
1435,210,45,GPT,GPT,BoundedRational
1449,210,45,GPT,GPT,BoundedRational
1466,210,45,GPT,GPT,BoundedRational
1475,210,45,GPT,GPT,BoundedRational
1495,210,45,GPT,GPT,BoundedRational
1521,210,45,GPT,GPT,BoundedRational
1533,210,45,GPT,GPT,BoundedRational
1535,210,45,GPT,GPT,BoundedRational
1547,210,45,GPT,GPT,BoundedRational
1551,210,45,GPT,GPT,BoundedRational
1557,210,45,GPT,GPT,BoundedRational
1397,211,41,GPT,GPT,BoundedRational
1413,211,41,GPT,GPT,BoundedRational
1427,211,41,GPT,GPT,BoundedRational
1443,211,41,GPT,GPT,BoundedRational
1469,211,41,GPT,GPT,BoundedRational
1482,211,41,GPT,GPT,BoundedRational
1503,211,41,GPT,GPT,BoundedRational
1523,211,41,GPT,GPT,BoundedRational
1541,211,41,GPT,GPT,BoundedRational
1400,212,43,GPT,GPT,BoundedRational
1411,212,43,GPT,GPT,BoundedRational
1433,212,43,GPT,GPT,BoundedRational
1455,212,43,GPT,GPT,BoundedRational
1481,212,43,GPT,GPT,BoundedRational
1499,212,43,GPT,GPT,BoundedRational
1505,212,43,GPT,GPT,BoundedRational
1515,212,43,GPT,GPT,BoundedRational
1545,212,43,GPT,GPT,BoundedRational
1403,213,47,GPT,GPT,BoundedRational
1414,213,47,GPT,GPT,BoundedRational
1444,213,47,GPT,GPT,BoundedRational
1496,213,47,GPT,GPT,BoundedRational
1529,213,47,GPT,GPT,BoundedRational
1563,213,47,GPT,GPT,BoundedRational
1573,213,47,GPT,GPT,BoundedRational
1405,214,39,GPT,GPT,BoundedRational
1407,214,39,GPT,GPT,BoundedRational
1429,214,39,GPT,GPT,BoundedRational
1439,214,39,GPT,GPT,BoundedRational
1457,214,39,GPT,GPT,BoundedRational
1465,214,39,GPT,GPT,BoundedRational
1477,214,39,GPT,GPT,BoundedRational
1485,214,39,GPT,GPT,BoundedRational
1513,214,39,GPT,GPT,BoundedRational
1524,214,39,GPT,GPT,BoundedRational
1549,214,39,GPT,GPT,BoundedRational
1561,214,39,GPT,GPT,BoundedRational
1565,214,39,GPT,GPT,BoundedRational
1577,216,48,Rational,Persona,Rational
1597,216,48,Rational,Persona,Rational
1619,216,48,Rational,Persona,Rational
1631,216,48,Rational,Persona,Rational
1657,216,48,Rational,Persona,Rational
1681,216,48,Rational,Persona,Rational
1713,216,48,Rational,Persona,Rational
1739,216,48,Rational,Persona,Rational
1578,217,49,Rational,Persona,Rational
1614,217,49,Rational,Persona,Rational
1647,217,49,Rational,Persona,Rational
1687,217,49,Rational,Persona,Rational
1709,217,49,Rational,Persona,Rational
1725,217,49,Rational,Persona,Rational
1743,217,49,Rational,Persona,Rational
1582,218,50,Rational,Persona,Rational
1609,218,50,Rational,Persona,Rational
1629,218,50,Rational,Persona,Rational
1669,218,50,Rational,Persona,Rational
1699,218,50,Rational,Persona,Rational
1740,218,50,Rational,Persona,Rational
1581,219,51,Rational,Persona,Rational
1603,219,51,Rational,Persona,Rational
1617,219,51,Rational,Persona,Rational
1633,219,51,Rational,Persona,Rational
1644,219,51,Rational,Persona,Rational
1662,219,51,Rational,Persona,Rational
1671,219,51,Rational,Persona,Rational
1677,219,51,Rational,Persona,Rational
1689,219,51,Rational,Persona,Rational
1695,219,51,Rational,Persona,Rational
1703,219,51,Rational,Persona,Rational
1727,219,51,Rational,Persona,Rational
1584,220,52,Rational,Persona,Rational
1601,220,52,Rational,Persona,Rational
1625,220,52,Rational,Persona,Rational
1649,220,52,Rational,Persona,Rational
1658,220,52,Rational,Persona,Rational
1675,220,52,Rational,Persona,Rational
1715,220,52,Rational,Persona,Rational
1733,220,52,Rational,Persona,Rational
1745,220,52,Rational,Persona,Rational
1587,221,53,Rational,Persona,Rational
1605,221,53,Rational,Persona,Rational
1627,221,53,Rational,Persona,Rational
1639,221,53,Rational,Persona,Rational
1661,221,53,Rational,Persona,Rational
1673,221,53,Rational,Persona,Rational
1685,221,53,Rational,Persona,Rational
1697,221,53,Rational,Persona,Rational
1705,221,53,Rational,Persona,Rational
1710,221,53,Rational,Persona,Rational
1720,221,53,Rational,Persona,Rational
1735,221,53,Rational,Persona,Rational
1589,222,54,Rational,Persona,Rational
1611,222,54,Rational,Persona,Rational
1655,222,54,Rational,Persona,Rational
1717,222,54,Rational,Persona,Rational
1591,223,55,Rational,Persona,Rational
1607,223,55,Rational,Persona,Rational
1634,223,55,Rational,Persona,Rational
1643,223,55,Rational,Persona,Rational
1665,223,55,Rational,Persona,Rational
1682,223,55,Rational,Persona,Rational
1723,223,55,Rational,Persona,Rational
1593,224,56,Rational,Persona,Rational
1599,224,56,Rational,Persona,Rational
1621,224,56,Rational,Persona,Rational
1623,224,56,Rational,Persona,Rational
1637,224,56,Rational,Persona,Rational
1641,224,56,Rational,Persona,Rational
1651,224,56,Rational,Persona,Rational
1667,224,56,Rational,Persona,Rational
1678,224,56,Rational,Persona,Rational
1693,224,56,Rational,Persona,Rational
1701,224,56,Rational,Persona,Rational
1707,224,56,Rational,Persona,Rational
1719,224,56,Rational,Persona,Rational
1728,224,56,Rational,Persona,Rational
1737,224,56,Rational,Persona,Rational
1747,226,53,GPT,GPT,Rational
1771,226,53,GPT,GPT,Rational
1787,226,53,GPT,GPT,Rational
1793,226,53,GPT,GPT,Rational
1802,226,53,GPT,GPT,Rational
1807,226,53,GPT,GPT,Rational
1748,227,51,GPT,GPT,Rational
1769,227,51,GPT,GPT,Rational
1797,227,51,GPT,GPT,Rational
1805,227,51,GPT,GPT,Rational
1820,227,51,GPT,GPT,Rational
1827,227,51,GPT,GPT,Rational
1839,227,51,GPT,GPT,Rational
1879,227,51,GPT,GPT,Rational
1885,227,51,GPT,GPT,Rational
1891,227,51,GPT,GPT,Rational
1752,229,56,GPT,GPT,Rational
1775,229,56,GPT,GPT,Rational
1785,229,56,GPT,GPT,Rational
1817,229,56,GPT,GPT,Rational
1835,229,56,GPT,GPT,Rational
1846,229,56,GPT,GPT,Rational
1852,229,56,GPT,GPT,Rational
1857,229,56,GPT,GPT,Rational
1861,229,56,GPT,GPT,Rational
1753,230,54,GPT,GPT,Rational
1772,230,54,GPT,GPT,Rational
1823,230,54,GPT,GPT,Rational
1870,230,54,GPT,GPT,Rational
1755,231,49,GPT,GPT,Rational
1779,231,49,GPT,GPT,Rational
1800,231,49,GPT,GPT,Rational
1829,231,49,GPT,GPT,Rational
1845,231,49,GPT,GPT,Rational
1851,231,49,GPT,GPT,Rational
1875,231,49,GPT,GPT,Rational
1882,231,49,GPT,GPT,Rational
1759,232,50,GPT,GPT,Rational
1776,232,50,GPT,GPT,Rational
1819,232,50,GPT,GPT,Rational
1843,232,50,GPT,GPT,Rational
1887,232,50,GPT,GPT,Rational
1761,233,48,GPT,GPT,Rational
1791,233,48,GPT,GPT,Rational
1809,233,48,GPT,GPT,Rational
1833,233,48,GPT,GPT,Rational
1864,233,48,GPT,GPT,Rational
1762,234,55,GPT,GPT,Rational
1781,234,55,GPT,GPT,Rational
1795,234,55,GPT,GPT,Rational
1812,234,55,GPT,GPT,Rational
1825,234,55,GPT,GPT,Rational
1841,234,55,GPT,GPT,Rational
1849,234,55,GPT,GPT,Rational
1867,234,55,GPT,GPT,Rational
1764,236,52,GPT,GPT,Rational
1782,236,52,GPT,GPT,Rational
1789,236,52,GPT,GPT,Rational
1799,236,52,GPT,GPT,Rational
1815,236,52,GPT,GPT,Rational
1831,236,52,GPT,GPT,Rational
1859,236,52,GPT,GPT,Rational
1869,236,52,GPT,GPT,Rational
1877,236,52,GPT,GPT,Rational
1893,236,52,GPT,GPT,Rational
1897,236,52,GPT,GPT,Rational
1899,236,52,GPT,GPT,Rational
1909,241,61,GPT,GPT,Divergent
1920,241,61,GPT,GPT,Divergent
1945,241,61,GPT,GPT,Divergent
1961,241,61,GPT,GPT,Divergent
1982,241,61,GPT,GPT,Divergent
1999,241,61,GPT,GPT,Divergent
2015,241,61,GPT,GPT,Divergent
2028,241,61,GPT,GPT,Divergent
2037,241,61,GPT,GPT,Divergent
1915,244,64,GPT,GPT,Divergent
1933,244,64,GPT,GPT,Divergent
1953,244,64,GPT,GPT,Divergent
1975,244,64,GPT,GPT,Divergent
1988,244,64,GPT,GPT,Divergent
2024,244,64,GPT,GPT,Divergent
2041,244,64,GPT,GPT,Divergent
2060,261,64,Divergent,Persona,Divergent
2065,261,64,Divergent,Persona,Divergent
2099,261,64,Divergent,Persona,Divergent
2131,261,64,Divergent,Persona,Divergent
2153,261,64,Divergent,Persona,Divergent
2183,279,61,Divergent,Persona,Divergent
2191,279,61,Divergent,Persona,Divergent
2198,279,61,Divergent,Persona,Divergent
2215,279,61,Divergent,Persona,Divergent
2251,279,61,Divergent,Persona,Divergent
2282,295,67,Divergent,Persona,Divergent
2298,295,67,Divergent,Persona,Divergent
2327,295,67,Divergent,Persona,Divergent
2355,295,67,Divergent,Persona,Divergent
2385,295,67,Divergent,Persona,Divergent
2407,295,67,Divergent,Persona,Divergent
2285,296,68,Divergent,Persona,Divergent
2297,296,68,Divergent,Persona,Divergent
2335,296,68,Divergent,Persona,Divergent
2343,296,68,Divergent,Persona,Divergent
2348,296,68,Divergent,Persona,Divergent
2357,296,68,Divergent,Persona,Divergent
2372,296,68,Divergent,Persona,Divergent
2375,296,68,Divergent,Persona,Divergent
2391,296,68,Divergent,Persona,Divergent
2405,296,68,Divergent,Persona,Divergent
2286,297,69,Divergent,Persona,Divergent
2303,297,69,Divergent,Persona,Divergent
2315,297,69,Divergent,Persona,Divergent
2323,297,69,Divergent,Persona,Divergent
2341,297,69,Divergent,Persona,Divergent
2361,297,69,Divergent,Persona,Divergent
2382,297,69,Divergent,Persona,Divergent
2400,297,69,Divergent,Persona,Divergent
2417,297,69,Divergent,Persona,Divergent
2288,298,70,Divergent,Persona,Divergent
2301,298,70,Divergent,Persona,Divergent
2317,298,70,Divergent,Persona,Divergent
2331,298,70,Divergent,Persona,Divergent
2347,298,70,Divergent,Persona,Divergent
2368,298,70,Divergent,Persona,Divergent
2389,298,70,Divergent,Persona,Divergent
2403,298,70,Divergent,Persona,Divergent
2413,298,70,Divergent,Persona,Divergent
2290,299,71,Divergent,Persona,Divergent
2304,299,71,Divergent,Persona,Divergent
2313,299,71,Divergent,Persona,Divergent
2324,299,71,Divergent,Persona,Divergent
2337,299,71,Divergent,Persona,Divergent
2353,299,71,Divergent,Persona,Divergent
2363,299,71,Divergent,Persona,Divergent
2393,299,71,Divergent,Persona,Divergent
2415,299,71,Divergent,Persona,Divergent
2293,300,72,Divergent,Persona,Divergent
2311,300,72,Divergent,Persona,Divergent
2319,300,72,Divergent,Persona,Divergent
2333,300,72,Divergent,Persona,Divergent
2351,300,72,Divergent,Persona,Divergent
2365,300,72,Divergent,Persona,Divergent
2381,300,72,Divergent,Persona,Divergent
2395,300,72,Divergent,Persona,Divergent
2409,300,72,Divergent,Persona,Divergent
2423,300,72,Divergent,Persona,Divergent
2295,301,73,Divergent,Persona,Divergent
2302,301,73,Divergent,Persona,Divergent
2328,301,73,Divergent,Persona,Divergent
2367,301,73,Divergent,Persona,Divergent
2399,301,73,Divergent,Persona,Divergent
2421,301,73,Divergent,Persona,Divergent
2427,303,70,GPT,GPT,Divergent
2447,303,70,GPT,GPT,Divergent
2455,303,70,GPT,GPT,Divergent
2476,303,70,GPT,GPT,Divergent
2491,303,70,GPT,GPT,Divergent
2513,303,70,GPT,GPT,Divergent
2539,303,70,GPT,GPT,Divergent
2558,303,70,GPT,GPT,Divergent
2573,303,70,GPT,GPT,Divergent
2598,303,70,GPT,GPT,Divergent
2428,304,73,GPT,GPT,Divergent
2443,304,73,GPT,GPT,Divergent
2453,304,73,GPT,GPT,Divergent
2459,304,73,GPT,GPT,Divergent
2471,304,73,GPT,GPT,Divergent
2481,304,73,GPT,GPT,Divergent
2487,304,73,GPT,GPT,Divergent
2502,304,73,GPT,GPT,Divergent
2507,304,73,GPT,GPT,Divergent
2519,304,73,GPT,GPT,Divergent
2530,304,73,GPT,GPT,Divergent
2547,304,73,GPT,GPT,Divergent
2553,304,73,GPT,GPT,Divergent
2569,304,73,GPT,GPT,Divergent
2575,304,73,GPT,GPT,Divergent
2585,304,73,GPT,GPT,Divergent
2431,305,69,GPT,GPT,Divergent
2449,305,69,GPT,GPT,Divergent
2473,305,69,GPT,GPT,Divergent
2505,305,69,GPT,GPT,Divergent
2522,305,69,GPT,GPT,Divergent
2541,305,69,GPT,GPT,Divergent
2563,305,69,GPT,GPT,Divergent
2577,305,69,GPT,GPT,Divergent
2589,305,69,GPT,GPT,Divergent
2599,305,69,GPT,GPT,Divergent
2432,306,68,GPT,GPT,Divergent
2440,306,68,GPT,GPT,Divergent
2460,306,68,GPT,GPT,Divergent
2479,306,68,GPT,GPT,Divergent
2499,306,68,GPT,GPT,Divergent
2509,306,68,GPT,GPT,Divergent
2534,306,68,GPT,GPT,Divergent
2545,306,68,GPT,GPT,Divergent
2551,306,68,GPT,GPT,Divergent
2593,306,68,GPT,GPT,Divergent
2435,307,72,GPT,GPT,Divergent
2451,307,72,GPT,GPT,Divergent
2465,307,72,GPT,GPT,Divergent
2485,307,72,GPT,GPT,Divergent
2500,307,72,GPT,GPT,Divergent
2517,307,72,GPT,GPT,Divergent
2548,307,72,GPT,GPT,Divergent
2565,307,72,GPT,GPT,Divergent
2578,307,72,GPT,GPT,Divergent
2595,307,72,GPT,GPT,Divergent
2603,307,72,GPT,GPT,Divergent
2437,308,71,GPT,GPT,Divergent
