conversation_id,user,persona_type,challenge,family,condition,sbert_distinctiveness,sbert_breadth,sbert_redundancy,fixation_index,anchor_sim_early,anchor_sim_late,drift_trajectory,anchor_mid,u_exp,u_con,u_cri,u_cer,u_com,u_ref,u_prop,a_exp,a_con,a_cri,a_cer,a_com,a_ref,a_prop,a_tone_constructive,a_tone_neutral,a_tone_none,u_qtype_clarify,u_qtype_criteria_setting,u_qtype_none,u_qtype_open_what_if
168,28,Convergent,Library,Convergent,Persona,0.3364385962486267,0.7071584463119507,0.690718412399292,0.45647553,0.34380868,0.4063794,-0.06257072,958,0.5469256807843879,0.6290030090963056,0.18257381448792245,1.9276755414210653,0.3743256892640486,0.04297801074144752,0.9828660923218399,0.7390605017261312,1.356921091934504,0.23894683106833078,1.884224905775228,0.047492815869080086,0.22435494726960767,1.1106729680659175,0.3333333333333333,0.0,0.6666666666666666,0.16666666666666666,0.0,0.8333333333333334,0.0
169,25,Convergent,Library,Convergent,Persona,0.35599619150161743,0.6735430955886841,0.7241901755332947,0.483502,0.23629083,0.5969028,-0.36061198,944,0.4345143758343202,0.8473575856140695,0.1340456605492662,1.940427835279222,0.1489434669597644,0.0388190164551328,1.153369634712536,0.9067009555879706,1.3256774049123483,0.13250894650415687,1.9708013350014713,0.2693423521776607,0.10061994945403381,1.1240530148506391,0.14285714285714285,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8571428571428571,0.0
170,32,Convergent,Library,Convergent,Persona,0.3485228419303894,0.8012410402297974,0.9999997019767761,0.32228467,0.41638672,0.2790063,0.13738042,926,0.5771882608023261,0.5980165094652232,0.016401509577117848,1.6870571760149655,0.12564675840595857,0.19940931103495507,0.6675481978080171,0.8085478276200995,1.612113039836353,0.06496141485709735,1.9047887057220874,0.14036829261074832,0.2487652200620168,1.181872017015825,0.0,0.0,1.0,0.125,0.0,0.875,0.0
171,24,Convergent,Library,Convergent,Persona,0.3632792830467224,0.8150164484977722,1.0,0.26177776,0.350276,0.21161947,0.13865653,936,0.2834078630934896,0.46076703822664494,0.013264113739724146,1.7290585768779256,0.13595233220844724,0.11693664030608016,0.5387278507066704,0.791126901385025,1.4195577150332013,0.171417163482103,2.063682385409698,0.12009008384996722,0.17332095145543128,1.1072994058475116,0.15384615384615385,0.0,0.8461538461538461,0.38461538461538464,0.07692307692307693,0.5384615384615384,0.0
172,27,Convergent,Library,Convergent,Persona,0.40750229358673096,0.8249031901359558,0.5270007848739624,0.29890445,0.24565674,0.24125116,0.004405588,952,0.39051862098305307,0.5622620060011858,0.14030537658709752,1.8431497101114043,0.15134050183072778,0.06732888507432924,0.768271426943033,0.811793436693013,1.667849840435302,0.01215463720042091,1.9867985497221707,0.25215509241893724,0.10100330429736529,0.8906265622149624,0.0,0.0,1.0,0.1111111111111111,0.0,0.8888888888888888,0.0
175,31,Convergent,Library,Convergent,Persona,0.354603111743927,0.7483658790588379,0.5627323389053345,0.3196498,0.33330238,0.32228684,0.011015534,921,0.4426713571006319,0.6516040407083136,0.1010488237266621,1.9866464831046828,0.2726873763228075,0.10594769511039258,1.0932227277941047,0.8841638460578713,1.6000620310962934,0.11971522201507932,2.0143603900202964,0.2462565138100174,0.2771917269571927,1.3116411160752324,0.0,0.0,1.0,0.1111111111111111,0.0,0.8888888888888888,0.0
176,30,Convergent,Library,Convergent,Persona,0.29847055673599243,0.7200068235397339,0.657813549041748,0.46902803,0.32666442,0.42457408,-0.09790966,985,0.34701894887186,0.7006705060921173,0.062436921588818244,1.894136359333586,0.216706214045322,0.12096956554371553,1.006365713103891,0.7458268702525384,1.4231930766804186,0.07454883878315278,1.9561792214966691,0.1697794644375643,0.07924913305296881,0.8525376269275374,0.0,0.0,1.0,0.14285714285714285,0.0,0.8571428571428571,0.0
180,34,GPT,Library,GPT,GPT,0.3483055830001831,0.7537216544151306,0.7856606841087341,0.3832839,0.44291472,0.075299144,0.36761558,1082,0.25419404336937734,0.6197636962491856,0.1785163340686833,1.8955911246906048,0.18466162025857788,0.04767861126406084,0.6224198782626063,0.3765173006016962,1.4331298484859578,0.049078244943888925,2.161579481838234,0.5871008777460212,0.0437474733048614,1.3658678863217717,0.0,0.0,1.0,0.25,0.0,0.625,0.125
182,35,GPT,Library,GPT,GPT,0.29735565185546875,0.7548720836639404,0.7312424182891846,0.36903054,0.28486818,0.30744308,-0.022574902,1086,0.23975298816229335,0.6244648316406344,0.004225241195244172,1.5460369069755058,0.16551642033225805,0.04848488540980023,0.5635323710607517,0.24447594541305182,1.409109169250547,0.1134198229927398,2.183186727341961,0.5921107701900423,0.03834108803638966,1.665390631403427,0.0,0.0,1.0,0.8571428571428571,0.0,0.14285714285714285,0.0
183,36,GPT,Library,GPT,GPT,0.29051655530929565,0.6917349696159363,0.7037407159805298,0.50602126,0.103826836,0.70825416,-0.60442734,1088,0.12997223041536995,0.7164166843369693,0.10878832343679039,1.7709738224358555,0.1436850179940027,0.01997912184932116,0.4769397696592398,0.4879259366949495,1.3623423125674152,0.07604873877778243,2.0982166123035992,0.5284710095109625,0.044159617644496704,1.5058811016929,0.0,0.0,1.0,0.6,0.0,0.2,0.2
184,37,GPT,Library,GPT,GPT,0.3781844973564148,0.5774612426757812,0.9219952821731567,0.2566626,0.29760286,0.18145889,0.11614397,1084,0.07008836131169813,0.7474619125601154,0.21948537069138213,1.7920299970408504,0.10402892248253348,0.06466950703988897,0.6339478686675518,0.16253651309289402,1.3649734955221404,0.0571713983847188,2.221494196323645,0.5345904734829536,0.0317536056934902,1.1951520872858459,0.0,0.0,1.0,0.9,0.0,0.1,0.0
185,38,GPT,Library,GPT,GPT,0.37778228521347046,0.8869054913520813,0.606696605682373,0.28929144,0.10218739,-0.016751494,0.11893888,1090,0.2153266686682389,0.5362388069387657,0.14169577801960836,1.7884823826484049,0.2585791700403031,0.13232576609729393,0.4987125544967455,0.31221018107470466,1.358675651106549,0.0,2.1972309619593102,0.5729910964958703,0.03240046195614012,1.7600904963012187,0.0,0.0,1.0,0.4,0.0,0.6,0.0
187,38,Divergent,Bicycle,Divergent,Persona,0.4359539747238159,0.8770723938941956,0.3155851364135742,0.20812736,0.42488748,0.12191187,0.3029756,1166,0.2774512208025824,0.32345908024082964,0.0652107587327161,1.7334910138334916,0.18991395311399925,0.13998855237214936,0.4134651159815994,2.208608861319053,0.8620339356289671,0.004410174905345016,1.9012281876327701,0.08652047603200824,1.5282800608170712,1.1378889298359898,0.0,0.0,1.0,0.16666666666666666,0.0,0.8333333333333334,0.0
188,36,Divergent,Bicycle,Divergent,Persona,0.31956547498703003,0.7863913774490356,0.48676395416259766,0.37362844,-0.0060938485,0.38877785,-0.3948717,1196,0.8597592156288052,0.759669452102884,0.027069288277516024,1.8195963793270056,0.22573686346161842,0.4841009164857192,0.8010747262874058,2.0016415198650543,0.6916165557830275,0.04167517482305876,1.8416649573359833,0.07623257926309718,1.0398535122520207,0.8115570748671896,0.0,0.0,1.0,0.2,0.0,0.6,0.2
189,34,Divergent,Bicycle,Divergent,Persona,0.27037209272384644,0.6661577224731445,0.7452338933944702,0.474845,0.3838488,0.18517932,0.19866946,1172,0.4709707101390747,0.6618017116607944,0.03241559599017789,1.748297821206613,0.10616306688241055,0.13831907150907674,0.9059649127674736,2.17400307399226,0.9681940576882334,0.021679335133858387,1.9799885379681261,0.08187630587382297,1.3680768356254365,1.2957076463980035,0.0,0.0,1.0,0.375,0.0,0.5,0.125
190,35,Divergent,Bicycle,Divergent,Persona,0.30409955978393555,0.6370559930801392,0.6343097686767578,0.47561756,0.39391345,0.4000561,-0.006142646,1165,0.8679746241999832,0.8469700100222912,0.04933422220574744,1.877606077941992,0.19261022076069048,0.20497177363315083,1.127089325074174,2.2276495332130346,0.8153985449881186,0.1797367556387824,1.9852342353127614,0.1875445969089735,1.4356325239883796,1.2554866388503292,0.0,0.0,1.0,0.42857142857142855,0.0,0.2857142857142857,0.2857142857142857
192,37,Divergent,Bicycle,Divergent,Persona,0.3195878863334656,0.8341228365898132,0.6480299234390259,0.2938944,0.21950918,0.26483622,-0.045327038,1170,0.4691655382611827,0.3141479055698147,0.06068072768303518,1.6316766416608188,0.12804579004697897,0.11074279516309787,0.5793606929350295,1.5984755229253613,0.7208893943140944,0.016739615192748757,1.904711521445996,0.07056962431841554,0.6778314000092718,1.2511658662710392,0.0,0.0,1.0,0.5555555555555556,0.0,0.4444444444444444,0.0
194,39,bounded rationality,Bicycle,BoundedRational,Persona,0.3581218123435974,0.7567635774612427,0.6848863363265991,0.28643692,0.31716642,0.29614493,0.021021485,1254,0.15757268297094937,0.5443660123297366,0.20891454278764457,1.6239288329981876,0.15280552445939075,0.004170111851130155,0.6720082443086893,0.9784907889528726,1.3996268949756394,0.18699311445235808,1.992036261337316,0.2946352785844963,0.23790349148843948,1.2688524469798113,0.09090909090909091,0.0,0.9090909090909091,0.7272727272727273,0.0,0.2727272727272727,0.0
195,40,bounded rationality,Bicycle,BoundedRational,Persona,0.323619544506073,0.643819272518158,0.6947008967399597,0.46460167,0.46184072,0.39094257,0.070898145,1244,0.3335591152537091,0.44468254239172506,0.05297022003346423,1.8543655554860217,0.1800408495917707,0.019113548341188558,1.0677090583891404,1.066639975731466,1.3633734689916448,0.007501961173690415,1.845961149093155,0.2802905545024511,0.1987370743299363,1.2699506555298112,0.0,0.0,1.0,0.2857142857142857,0.0,0.7142857142857143,0.0
196,41,bounded rationality,Bicycle,BoundedRational,Persona,0.31201618909835815,0.5532931685447693,0.7809672951698303,0.577989,0.32808357,0.65438414,-0.32630056,1310,0.6194085808071793,0.6591907906364026,0.015132791848212283,1.6303766465436977,0.16637998864380668,0.17922390783225198,0.631293999370349,1.402572402035022,1.3763821800110492,0.09440004542748882,1.927436935318554,0.1142522465916825,0.44799596862030483,0.8929911593808155,0.0,0.0,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333
199,43,bounded rationality,Bicycle,BoundedRational,Persona,0.3129085898399353,0.796427309513092,0.6399675607681274,0.3305426,0.40284476,0.22746009,0.17538467,1242,0.6791463945227144,0.4403320362411074,0.09471191104340088,1.855830727763301,0.26611182353602864,0.045613371681456384,0.9376236992020108,0.9244176401110931,1.3429759822036653,0.31965663246289266,1.981277138968973,0.2302140843022446,0.07578447509061279,1.0849049299425886,0.18181818181818182,0.0,0.8181818181818182,0.18181818181818182,0.0,0.8181818181818182,0.0
200,44,bounded rationality,Bicycle,BoundedRational,Persona,0.2804450988769531,0.5990492105484009,0.8984853029251099,0.52561635,0.49753213,0.6817414,-0.18420929,1262,0.3323148916287622,0.40168682110145787,0.11265462351623573,1.7442942760185927,0.18822882775104421,0.05078455938857898,0.6862623745649724,1.174437893384487,1.3600701968650495,0.0402156636835093,2.00273570624574,0.22797652101329005,0.18476590826956182,1.2292526758760138,0.0,0.0,1.0,0.36363636363636365,0.0,0.6363636363636364,0.0
201,45,bounded rationality,Bicycle,BoundedRational,Persona,0.2679155468940735,0.8144000768661499,0.5436176061630249,0.3249222,0.30058688,0.22284564,0.077741235,1248,0.28737772670950984,0.3824438863464717,0.02205289155871626,2.019794948733874,0.24207109542196623,0.054550379430412556,0.9056697096750579,1.3970895227708138,1.3596411336298342,0.04048253782457085,1.9424914242931328,0.1216334590994419,0.2769626638591654,1.286189729812556,0.0,0.0,1.0,0.08333333333333333,0.0,0.9166666666666666,0.0
202,46,bounded rationality,Bicycle,BoundedRational,Persona,0.28290313482284546,0.7165572047233582,0.6784645318984985,0.4578546,0.34746927,0.58230394,-0.23483467,1257,0.48488494407842947,0.5079979989832358,0.0029766958025027146,1.9226645279871373,0.2024161419874738,0.12175116546163244,1.321966453456184,1.3611182975520608,1.0625206273125474,0.03536014297274708,1.913060758576989,0.042424145848356125,0.06215783400048857,1.3511288825924004,0.0,0.0,1.0,0.14285714285714285,0.0,0.8571428571428571,0.0
203,47,bounded rationality,Bicycle,BoundedRational,Persona,0.2727357745170593,0.6616206169128418,0.6138116121292114,0.42383018,0.34481272,0.4483477,-0.10353497,1252,0.492569365747104,0.5224311653814327,0.0024152165240291833,1.7011442078118002,0.11923426808884614,0.1655537835910629,0.9820192176528418,1.0844558073813773,1.2424939887325668,0.0,1.8152063355624233,0.13858923285177724,0.365450134110383,1.0500908255812595,0.0,0.0,1.0,0.16666666666666666,0.0,0.5,0.3333333333333333
204,42,bounded rationality,Bicycle,BoundedRational,Persona,0.28586345911026,0.6845132112503052,0.8573673963546753,0.47092783,0.4414247,0.40783042,0.03359428,1289,0.6549107962784226,0.5323884172680123,0.01714079974367415,1.8806698250415177,0.18960612823658557,0.015169626907484014,1.2157021910745023,1.1455272661384401,1.3124580163404496,0.0009675857114021,1.9026461540300228,0.21177602439079382,0.32135706852551604,1.2117007785949885,0.0,0.0,1.0,0.125,0.0,0.75,0.125
205,46,GPT,Library,GPT,GPT,0.3554930090904236,0.7855273485183716,0.6639446020126343,0.35011137,0.48695174,0.24986295,0.23708878,1410,0.07523288735395056,0.5765306064136753,0.10927971026702563,1.7894858821927617,0.2788846211953553,0.061316028658732806,0.5552783316618451,0.26013053068488284,1.528912481235518,0.16442993878899737,2.1699851147207845,0.5559978680014146,0.0114863194688874,1.417207746874753,0.0,0.0,1.0,0.5555555555555556,0.0,0.4444444444444444,0.0
206,42,GPT,Library,GPT,GPT,0.3157272934913635,0.8128166198730469,0.6447099447250366,0.30186355,0.2752965,0.34884298,-0.07354647,1424,0.3365255794103778,0.4322005634728374,0.12486895359739394,1.779478091057992,0.18222579832774463,0.04211652647444668,0.7060677122566132,0.5274498042757494,1.464120697783157,0.0048373043183225556,2.1977853818317357,0.5710524569272608,0.08888232625610798,1.5505938547569162,0.0,0.0,1.0,0.4444444444444444,0.0,0.4444444444444444,0.1111111111111111
208,44,GPT,Library,GPT,GPT,0.34372228384017944,0.7026872634887695,0.7493906021118164,0.3721289,0.39685452,0.3327636,0.06409091,1422,0.361867501209764,0.5239326129242351,0.03616452441220801,1.9306166402780156,0.1384884332839414,0.04838709158399316,0.6526153906890904,0.4513882612870243,1.5818123887274262,0.030792513643876338,2.226420133993076,0.6048559756482536,0.09776051080963037,1.4024097693080277,0.0,0.0,1.0,0.3076923076923077,0.0,0.6923076923076923,0.0
209,40,GPT,Library,GPT,GPT,0.30689364671707153,0.8394180536270142,0.5450704097747803,0.31685093,0.48336604,0.15531866,0.3280474,1420,0.2642166386530049,0.3185492065986316,0.07864980874020304,1.5115601989178487,0.1510995169382151,0.06981437152653244,0.53046191794316,0.5220907990726267,1.6467378793851077,0.0031268085409678543,2.281716388316486,0.6653389169931898,0.09876512408659682,1.7440601883135096,0.0,0.0,1.0,0.7272727272727273,0.0,0.2727272727272727,0.0
210,45,GPT,Library,GPT,GPT,0.4053525924682617,0.8678967952728271,0.8478198647499084,0.20187682,0.32519355,0.017325073,0.30786848,1417,0.2918398576875677,0.39179796265537087,0.051924280854495526,1.67420787912906,0.15562257126876916,0.03684255339572446,0.4243875395696389,0.3284887769006813,1.32561560285522,0.036681507668673154,2.244282655028201,0.6018907263948935,0.0500781804596696,1.627241408872011,0.07692307692307693,0.0,0.9230769230769231,0.5384615384615384,0.0,0.46153846153846156,0.0
211,41,GPT,Library,GPT,GPT,0.36434483528137207,0.8324810862541199,0.7471135258674622,0.29817632,0.31793514,0.17687948,0.14105566,1421,0.19582825658271044,0.5426119693504465,0.1527001268349455,1.6076548345553392,0.13227515591934091,0.04964920217982055,0.31849470624076126,0.2885970854963586,1.2139587492407946,0.10260045748850588,2.1774019545006946,0.40816234511680327,0.06391584032077935,1.29031506123124,0.0,0.0,1.0,0.7777777777777778,0.0,0.2222222222222222,0.0
212,43,GPT,Library,GPT,GPT,0.2974700331687927,0.8369053602218628,0.4793819189071655,0.31578144,0.3476566,0.33399963,0.013656974,1412,0.27133277180418447,0.5136781429494319,0.2189016031346131,1.5999096480038748,0.08206294382479004,0.03301013377543019,0.557530265141533,0.43802538389754936,1.4513428872871066,0.22535736107958687,2.2149777764755734,0.495358745145476,0.018416392823230123,1.5035885216623877,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.5555555555555556,0.0,0.4444444444444444,0.0
213,47,GPT,Library,GPT,GPT,0.325042188167572,0.7627167701721191,0.9999998807907104,0.35067296,0.45463407,0.20366684,0.25096723,1418,0.19867824288509217,0.5806769094209291,0.06354290193441896,1.7216655926437838,0.15328955762484214,0.06995341348133896,0.5842080186796992,0.4133478479613065,1.3779067290960818,0.060989603766313495,2.1181793932523028,0.5252036633680551,0.08702263691278203,1.389504585519413,0.0,0.0,1.0,0.5714285714285714,0.0,0.42857142857142855,0.0
214,39,GPT,Library,GPT,GPT,0.3528682589530945,0.8339120149612427,0.5829726457595825,0.26189297,0.2891389,0.23646903,0.052669883,1409,0.23506677729974654,0.46086985294239563,0.1949187044535473,1.7213012033316537,0.20235853447948482,0.034720524824409064,0.5001183709015483,0.33968675721638836,1.4990699696503271,0.030901979293164124,2.171132458700018,0.5247690226229549,0.08858905009847912,1.5875811579284664,0.0,0.0,1.0,0.3076923076923077,0.0,0.6923076923076923,0.0
216,48,strictly rational,Library,Rational,Persona,0.3571280837059021,0.6807329058647156,0.7969955801963806,0.334177,0.25599107,0.262612,-0.0066209137,1620,0.2738914992048516,0.7526472799408443,0.001433893341808975,1.8109414095138496,0.12911285902227965,0.0648325494708653,0.9730801146217165,0.8934335655827885,1.599254936722936,0.007260193283960387,2.0482415910054788,0.20747807671777518,0.12819414829388426,0.7666153056871144,0.0,0.0,1.0,0.25,0.125,0.625,0.0
217,49,strictly rational,Library,Rational,Persona,0.3747294545173645,0.7952777743339539,0.48150497674942017,0.4062647,0.27026978,0.28578174,-0.01551196,1648,0.3397330792427731,0.4442363480860977,0.25345724076393233,1.8101866381089258,0.12343239951561877,0.021075623351653427,0.43492602585236123,0.5721914310331487,1.490751075699025,0.6669979490831798,2.0497177493548855,0.07017077493682715,0.12955781641508138,0.701599353947063,0.14285714285714285,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8571428571428571,0.0
218,50,strictly rational,Library,Rational,Persona,0.3027845025062561,0.7398011684417725,0.7719956636428833,0.41685495,0.29864123,0.24056867,0.058072567,1670,0.19002152698013827,0.7270840592795728,0.2251524511328282,1.8773652762495965,0.0942828853969732,0.0198782914098465,0.4869752110737278,0.7098199839120354,1.7388814467995222,0.1363448511695928,1.9697714394107837,0.03216810124748536,0.1349965306751102,0.8293465442914966,0.0,0.0,1.0,0.16666666666666666,0.0,0.8333333333333334,0.0
219,51,strictly rational,Library,Rational,Persona,0.36699265241622925,0.7753474712371826,0.9124507904052734,0.32803926,0.42963845,0.1967788,0.23285964,1663,0.4110430719283514,0.6238436432594942,0.05201163607356079,1.7322031451517306,0.20084337775779573,0.20678120205645786,0.8259558687611069,1.0771478206491787,1.734056985349472,0.08863014191080464,2.047921880372996,0.13174429900550094,0.3774499750342224,0.9991018749268444,0.0,0.0,1.0,0.16666666666666666,0.0,0.8333333333333334,0.0
220,52,strictly rational,Library,Rational,Persona,0.3322467803955078,0.7821964025497437,0.4600309133529663,0.3044946,0.3240635,0.14268278,0.18138073,1650,0.31618852213435805,0.5782319772657846,0.295075796277469,1.8738506140747704,0.2410131747553124,0.012918355841060412,0.8709049129321605,0.7525861684968249,1.9446962118363271,0.2748641381108711,2.130721761113422,0.059040072097266555,0.16322264007191956,0.8758813717726297,0.1111111111111111,0.0,0.8888888888888888,0.1111111111111111,0.0,0.8888888888888888,0.0
221,53,strictly rational,Library,Rational,Persona,0.2731218934059143,0.8038108348846436,0.7836959362030029,0.3448628,0.4216414,0.24729893,0.17434248,1640,0.2725499894404617,0.5206436365119321,0.3476330942166153,1.9063293405196655,0.2388401469921887,0.10245296888647792,0.5431491565867004,0.8858797160988114,1.7823923763592677,0.1774467811989148,2.1102733348471996,0.223761992966062,0.13193387991301375,1.103872871944975,0.08333333333333333,0.0,0.9166666666666666,0.16666666666666666,0.0,0.8333333333333334,0.0
222,54,strictly rational,Library,Rational,Persona,0.36823368072509766,0.6938517689704895,0.8147459626197815,0.49936575,0.027133528,0.62810016,-0.60096663,1656,0.16867060889786897,0.8120772930689077,0.2942745170644236,1.9288292958599191,0.019878004988681575,0.05204554856768983,0.9071687470286183,0.6326550996368022,2.0265455177948466,0.7298792713866861,2.2872463382130643,0.00231990343859095,0.0313682123272723,0.9350452111134806,0.25,0.0,0.75,0.25,0.0,0.75,0.0
223,55,strictly rational,Library,Rational,Persona,0.2798789143562317,0.6554023027420044,0.6196353435516357,0.16024037,0.146388,0.21958432,-0.07319632,1592,0.25036636240554117,0.6786759353604095,0.13699786959419483,1.8421297501034737,0.07199433460311082,0.03431710043377489,0.4140604396376829,0.6023994921813628,1.4333907198032978,0.3154847483539372,1.963052640165065,0.048784258484387645,0.07936665495201212,0.3955005021662904,0.0,0.14285714285714285,0.8571428571428571,0.42857142857142855,0.0,0.42857142857142855,0.14285714285714285
224,56,strictly rational,Library,Rational,Persona,0.3306002616882324,0.806277334690094,0.6646948456764221,0.3222496,0.4076633,0.25239226,0.15527102,1624,0.36079492348101205,0.44474547965198885,0.2923424341171475,1.8546221014662365,0.3507601521179036,0.08142066218066088,0.42497476293447006,0.9272715478373144,1.5887858250437685,0.2020688912167698,2.033694975123547,0.278143949245498,0.17667083692198055,1.2106288153153908,0.06666666666666667,0.0,0.9333333333333333,0.13333333333333333,0.0,0.8,0.06666666666666667
226,53,GPT,Bicycle,GPT,GPT,0.40064293146133423,0.8398714661598206,0.37730833888053894,0.2382968,0.40772972,0.17168118,0.23604853,1773,0.2812398365023549,0.2924015896854474,0.030717819610256675,1.610052804563715,0.2124315932819938,0.04851376386490098,0.23162529110966767,0.49746899406201633,1.1041486327542456,0.0015083696787271167,2.411196028827071,0.46099146536663677,0.0026423518433361503,1.8380591953040142,0.0,0.0,1.0,0.16666666666666666,0.0,0.8333333333333334,0.0
