conversation_id,turn_index,condition_original,persona_family_original,round,challenge
176,3,Persona,Convergent,2,Library
176,4,Persona,Convergent,2,Library
176,5,Persona,Convergent,2,Library
176,6,Persona,Convergent,2,Library
176,7,Persona,Convergent,2,Library
176,8,Persona,Convergent,2,Library
176,9,Persona,Convergent,2,Library
176,10,Persona,Convergent,2,Library
176,11,Persona,Convergent,2,Library
176,12,Persona,Convergent,2,Library
176,13,Persona,Convergent,2,Library
180,0,GPT,GPT,1,Library
180,1,GPT,GPT,1,Library
180,2,GPT,GPT,1,Library
180,3,GPT,GPT,1,Library
180,4,GPT,GPT,1,Library
180,5,GPT,GPT,1,Library
180,6,GPT,GPT,1,Library
180,7,GPT,GPT,1,Library
180,8,GPT,GPT,1,Library
180,9,GPT,GPT,1,Library
180,10,GPT,GPT,1,Library
180,11,GPT,GPT,1,Library
180,12,GPT,GPT,1,Library
180,13,GPT,GPT,1,Library
180,14,GPT,GPT,1,Library
180,15,GPT,GPT,1,Library
182,0,GPT,GPT,1,Library
182,1,GPT,GPT,1,Library
182,2,GPT,GPT,1,Library
182,3,GPT,GPT,1,Library
182,4,GPT,GPT,1,Library
182,5,GPT,GPT,1,Library
182,6,GPT,GPT,1,Library
182,7,GPT,GPT,1,Library
182,8,GPT,GPT,1,Library
182,9,GPT,GPT,1,Library
182,10,GPT,GPT,1,Library
182,11,GPT,GPT,1,Library
182,12,GPT,GPT,1,Library
182,13,GPT,GPT,1,Library
183,0,GPT,GPT,1,Library
183,1,GPT,GPT,1,Library
183,2,GPT,GPT,1,Library
183,3,GPT,GPT,1,Library
183,4,GPT,GPT,1,Library
183,5,GPT,GPT,1,Library
183,6,GPT,GPT,1,Library
183,7,GPT,GPT,1,Library
183,8,GPT,GPT,1,Library
183,9,GPT,GPT,1,Library
184,0,GPT,GPT,1,Library
184,1,GPT,GPT,1,Library
184,2,GPT,GPT,1,Library
184,3,GPT,GPT,1,Library
184,4,GPT,GPT,1,Library
184,5,GPT,GPT,1,Library
184,6,GPT,GPT,1,Library
184,7,GPT,GPT,1,Library
184,8,GPT,GPT,1,Library
184,9,GPT,GPT,1,Library
184,10,GPT,GPT,1,Library
184,11,GPT,GPT,1,Library
184,12,GPT,GPT,1,Library
184,13,GPT,GPT,1,Library
184,14,GPT,GPT,1,Library
184,15,GPT,GPT,1,Library
184,16,GPT,GPT,1,Library
184,17,GPT,GPT,1,Library
184,18,GPT,GPT,1,Library
184,19,GPT,GPT,1,Library
185,0,GPT,GPT,1,Library
185,1,GPT,GPT,1,Library
185,2,GPT,GPT,1,Library
185,3,GPT,GPT,1,Library
185,4,GPT,GPT,1,Library
185,5,GPT,GPT,1,Library
185,6,GPT,GPT,1,Library
185,7,GPT,GPT,1,Library
185,8,GPT,GPT,1,Library
185,9,GPT,GPT,1,Library
187,0,Persona,Divergent,2,Bicycle
187,1,Persona,Divergent,2,Bicycle
187,2,Persona,Divergent,2,Bicycle
187,3,Persona,Divergent,2,Bicycle
187,4,Persona,Divergent,2,Bicycle
187,5,Persona,Divergent,2,Bicycle
187,6,Persona,Divergent,2,Bicycle
187,7,Persona,Divergent,2,Bicycle
187,8,Persona,Divergent,2,Bicycle
187,9,Persona,Divergent,2,Bicycle
187,10,Persona,Divergent,2,Bicycle
187,11,Persona,Divergent,2,Bicycle
188,0,Persona,Divergent,2,Bicycle
188,1,Persona,Divergent,2,Bicycle
188,2,Persona,Divergent,2,Bicycle
188,3,Persona,Divergent,2,Bicycle
188,4,Persona,Divergent,2,Bicycle
188,5,Persona,Divergent,2,Bicycle
188,6,Persona,Divergent,2,Bicycle
188,7,Persona,Divergent,2,Bicycle
188,8,Persona,Divergent,2,Bicycle
188,9,Persona,Divergent,2,Bicycle
189,0,Persona,Divergent,2,Bicycle
189,1,Persona,Divergent,2,Bicycle
189,2,Persona,Divergent,2,Bicycle
189,3,Persona,Divergent,2,Bicycle
189,4,Persona,Divergent,2,Bicycle
189,5,Persona,Divergent,2,Bicycle
189,6,Persona,Divergent,2,Bicycle
189,7,Persona,Divergent,2,Bicycle
189,8,Persona,Divergent,2,Bicycle
189,9,Persona,Divergent,2,Bicycle
189,10,Persona,Divergent,2,Bicycle
189,11,Persona,Divergent,2,Bicycle
189,12,Persona,Divergent,2,Bicycle
189,13,Persona,Divergent,2,Bicycle
189,14,Persona,Divergent,2,Bicycle
189,15,Persona,Divergent,2,Bicycle
190,0,Persona,Divergent,2,Bicycle
190,1,Persona,Divergent,2,Bicycle
190,2,Persona,Divergent,2,Bicycle
190,3,Persona,Divergent,2,Bicycle
190,4,Persona,Divergent,2,Bicycle
190,5,Persona,Divergent,2,Bicycle
190,6,Persona,Divergent,2,Bicycle
190,7,Persona,Divergent,2,Bicycle
190,8,Persona,Divergent,2,Bicycle
190,9,Persona,Divergent,2,Bicycle
190,10,Persona,Divergent,2,Bicycle
190,11,Persona,Divergent,2,Bicycle
190,12,Persona,Divergent,2,Bicycle
190,13,Persona,Divergent,2,Bicycle
192,0,Persona,Divergent,2,Bicycle
192,1,Persona,Divergent,2,Bicycle
192,2,Persona,Divergent,2,Bicycle
192,3,Persona,Divergent,2,Bicycle
192,4,Persona,Divergent,2,Bicycle
192,5,Persona,Divergent,2,Bicycle
192,6,Persona,Divergent,2,Bicycle
192,7,Persona,Divergent,2,Bicycle
192,8,Persona,Divergent,2,Bicycle
192,9,Persona,Divergent,2,Bicycle
192,10,Persona,Divergent,2,Bicycle
192,11,Persona,Divergent,2,Bicycle
192,12,Persona,Divergent,2,Bicycle
192,13,Persona,Divergent,2,Bicycle
192,14,Persona,Divergent,2,Bicycle
192,15,Persona,Divergent,2,Bicycle
192,16,Persona,Divergent,2,Bicycle
192,17,Persona,Divergent,2,Bicycle
194,0,Persona,BoundedRational,1,Bicycle
194,1,Persona,BoundedRational,1,Bicycle
194,2,Persona,BoundedRational,1,Bicycle
194,3,Persona,BoundedRational,1,Bicycle
194,4,Persona,BoundedRational,1,Bicycle
194,5,Persona,BoundedRational,1,Bicycle
194,6,Persona,BoundedRational,1,Bicycle
194,7,Persona,BoundedRational,1,Bicycle
194,8,Persona,BoundedRational,1,Bicycle
194,9,Persona,BoundedRational,1,Bicycle
194,10,Persona,BoundedRational,1,Bicycle
194,11,Persona,BoundedRational,1,Bicycle
194,12,Persona,BoundedRational,1,Bicycle
194,13,Persona,BoundedRational,1,Bicycle
194,14,Persona,BoundedRational,1,Bicycle
194,15,Persona,BoundedRational,1,Bicycle
194,16,Persona,BoundedRational,1,Bicycle
194,17,Persona,BoundedRational,1,Bicycle
194,18,Persona,BoundedRational,1,Bicycle
194,19,Persona,BoundedRational,1,Bicycle
194,20,Persona,BoundedRational,1,Bicycle
194,21,Persona,BoundedRational,1,Bicycle
195,0,Persona,BoundedRational,1,Bicycle
195,1,Persona,BoundedRational,1,Bicycle
195,2,Persona,BoundedRational,1,Bicycle
195,3,Persona,BoundedRational,1,Bicycle
195,4,Persona,BoundedRational,1,Bicycle
195,5,Persona,BoundedRational,1,Bicycle
195,6,Persona,BoundedRational,1,Bicycle
195,7,Persona,BoundedRational,1,Bicycle
195,8,Persona,BoundedRational,1,Bicycle
195,9,Persona,BoundedRational,1,Bicycle
195,10,Persona,BoundedRational,1,Bicycle
195,11,Persona,BoundedRational,1,Bicycle
195,12,Persona,BoundedRational,1,Bicycle
195,13,Persona,BoundedRational,1,Bicycle
196,0,Persona,BoundedRational,1,Bicycle
196,1,Persona,BoundedRational,1,Bicycle
196,2,Persona,BoundedRational,1,Bicycle
196,3,Persona,BoundedRational,1,Bicycle
196,4,Persona,BoundedRational,1,Bicycle
196,5,Persona,BoundedRational,1,Bicycle
196,6,Persona,BoundedRational,1,Bicycle
196,7,Persona,BoundedRational,1,Bicycle
196,8,Persona,BoundedRational,1,Bicycle
196,9,Persona,BoundedRational,1,Bicycle
196,10,Persona,BoundedRational,1,Bicycle
196,11,Persona,BoundedRational,1,Bicycle
199,0,Persona,BoundedRational,1,Bicycle
199,1,Persona,BoundedRational,1,Bicycle
199,2,Persona,BoundedRational,1,Bicycle
199,3,Persona,BoundedRational,1,Bicycle
199,4,Persona,BoundedRational,1,Bicycle
199,5,Persona,BoundedRational,1,Bicycle
199,6,Persona,BoundedRational,1,Bicycle
199,7,Persona,BoundedRational,1,Bicycle
199,8,Persona,BoundedRational,1,Bicycle
199,9,Persona,BoundedRational,1,Bicycle
199,10,Persona,BoundedRational,1,Bicycle
199,11,Persona,BoundedRational,1,Bicycle
199,12,Persona,BoundedRational,1,Bicycle
199,13,Persona,BoundedRational,1,Bicycle
199,14,Persona,BoundedRational,1,Bicycle
199,15,Persona,BoundedRational,1,Bicycle
199,16,Persona,BoundedRational,1,Bicycle
199,17,Persona,BoundedRational,1,Bicycle
199,18,Persona,BoundedRational,1,Bicycle
199,19,Persona,BoundedRational,1,Bicycle
199,20,Persona,BoundedRational,1,Bicycle
199,21,Persona,BoundedRational,1,Bicycle
200,0,Persona,BoundedRational,1,Bicycle
200,1,Persona,BoundedRational,1,Bicycle
200,2,Persona,BoundedRational,1,Bicycle
200,3,Persona,BoundedRational,1,Bicycle
200,4,Persona,BoundedRational,1,Bicycle
200,5,Persona,BoundedRational,1,Bicycle
200,6,Persona,BoundedRational,1,Bicycle
200,7,Persona,BoundedRational,1,Bicycle
200,8,Persona,BoundedRational,1,Bicycle
200,9,Persona,BoundedRational,1,Bicycle
200,10,Persona,BoundedRational,1,Bicycle
200,11,Persona,BoundedRational,1,Bicycle
200,12,Persona,BoundedRational,1,Bicycle
200,13,Persona,BoundedRational,1,Bicycle
200,14,Persona,BoundedRational,1,Bicycle
200,15,Persona,BoundedRational,1,Bicycle
200,16,Persona,BoundedRational,1,Bicycle
200,17,Persona,BoundedRational,1,Bicycle
200,18,Persona,BoundedRational,1,Bicycle
200,19,Persona,BoundedRational,1,Bicycle
200,20,Persona,BoundedRational,1,Bicycle
200,21,Persona,BoundedRational,1,Bicycle
201,0,Persona,BoundedRational,1,Bicycle
201,1,Persona,BoundedRational,1,Bicycle
201,2,Persona,BoundedRational,1,Bicycle
201,3,Persona,BoundedRational,1,Bicycle
201,4,Persona,BoundedRational,1,Bicycle
201,5,Persona,BoundedRational,1,Bicycle
201,6,Persona,BoundedRational,1,Bicycle
201,7,Persona,BoundedRational,1,Bicycle
201,8,Persona,BoundedRational,1,Bicycle
201,9,Persona,BoundedRational,1,Bicycle
201,10,Persona,BoundedRational,1,Bicycle
201,11,Persona,BoundedRational,1,Bicycle
201,12,Persona,BoundedRational,1,Bicycle
201,13,Persona,BoundedRational,1,Bicycle
201,14,Persona,BoundedRational,1,Bicycle
201,15,Persona,BoundedRational,1,Bicycle
201,16,Persona,BoundedRational,1,Bicycle
201,17,Persona,BoundedRational,1,Bicycle
201,18,Persona,BoundedRational,1,Bicycle
201,19,Persona,BoundedRational,1,Bicycle
201,20,Persona,BoundedRational,1,Bicycle
201,21,Persona,BoundedRational,1,Bicycle
201,22,Persona,BoundedRational,1,Bicycle
201,23,Persona,BoundedRational,1,Bicycle
202,0,Persona,BoundedRational,1,Bicycle
202,1,Persona,BoundedRational,1,Bicycle
202,2,Persona,BoundedRational,1,Bicycle
202,3,Persona,BoundedRational,1,Bicycle
202,4,Persona,BoundedRational,1,Bicycle
202,5,Persona,BoundedRational,1,Bicycle
202,6,Persona,BoundedRational,1,Bicycle
202,7,Persona,BoundedRational,1,Bicycle
202,8,Persona,BoundedRational,1,Bicycle
202,9,Persona,BoundedRational,1,Bicycle
202,10,Persona,BoundedRational,1,Bicycle
202,11,Persona,BoundedRational,1,Bicycle
202,12,Persona,BoundedRational,1,Bicycle
202,13,Persona,BoundedRational,1,Bicycle
203,0,Persona,BoundedRational,1,Bicycle
203,1,Persona,BoundedRational,1,Bicycle
203,2,Persona,BoundedRational,1,Bicycle
203,3,Persona,BoundedRational,1,Bicycle
203,4,Persona,BoundedRational,1,Bicycle
203,5,Persona,BoundedRational,1,Bicycle
203,6,Persona,BoundedRational,1,Bicycle
203,7,Persona,BoundedRational,1,Bicycle
203,8,Persona,BoundedRational,1,Bicycle
203,9,Persona,BoundedRational,1,Bicycle
203,10,Persona,BoundedRational,1,Bicycle
203,11,Persona,BoundedRational,1,Bicycle
204,0,Persona,BoundedRational,1,Bicycle
204,1,Persona,BoundedRational,1,Bicycle
204,2,Persona,BoundedRational,1,Bicycle
204,3,Persona,BoundedRational,1,Bicycle
204,4,Persona,BoundedRational,1,Bicycle
204,5,Persona,BoundedRational,1,Bicycle
204,6,Persona,BoundedRational,1,Bicycle
204,7,Persona,BoundedRational,1,Bicycle
204,8,Persona,BoundedRational,1,Bicycle
204,9,Persona,BoundedRational,1,Bicycle
204,10,Persona,BoundedRational,1,Bicycle
204,11,Persona,BoundedRational,1,Bicycle
204,12,Persona,BoundedRational,1,Bicycle
204,13,Persona,BoundedRational,1,Bicycle
204,14,Persona,BoundedRational,1,Bicycle
204,15,Persona,BoundedRational,1,Bicycle
205,0,GPT,GPT,2,Library
205,1,GPT,GPT,2,Library
205,2,GPT,GPT,2,Library
205,3,GPT,GPT,2,Library
205,4,GPT,GPT,2,Library
205,5,GPT,GPT,2,Library
205,6,GPT,GPT,2,Library
205,7,GPT,GPT,2,Library
205,8,GPT,GPT,2,Library
205,9,GPT,GPT,2,Library
205,10,GPT,GPT,2,Library
205,11,GPT,GPT,2,Library
205,12,GPT,GPT,2,Library
205,13,GPT,GPT,2,Library
205,14,GPT,GPT,2,Library
205,15,GPT,GPT,2,Library
205,16,GPT,GPT,2,Library
205,17,GPT,GPT,2,Library
206,0,GPT,GPT,2,Library
206,1,GPT,GPT,2,Library
206,2,GPT,GPT,2,Library
206,3,GPT,GPT,2,Library
206,4,GPT,GPT,2,Library
206,5,GPT,GPT,2,Library
206,6,GPT,GPT,2,Library
206,7,GPT,GPT,2,Library
206,8,GPT,GPT,2,Library
206,9,GPT,GPT,2,Library
206,10,GPT,GPT,2,Library
206,11,GPT,GPT,2,Library
206,12,GPT,GPT,2,Library
206,13,GPT,GPT,2,Library
206,14,GPT,GPT,2,Library
206,15,GPT,GPT,2,Library
206,16,GPT,GPT,2,Library
206,17,GPT,GPT,2,Library
208,0,GPT,GPT,2,Library
208,1,GPT,GPT,2,Library
208,2,GPT,GPT,2,Library
208,3,GPT,GPT,2,Library
208,4,GPT,GPT,2,Library
208,5,GPT,GPT,2,Library
208,6,GPT,GPT,2,Library
208,7,GPT,GPT,2,Library
208,8,GPT,GPT,2,Library
208,9,GPT,GPT,2,Library
208,10,GPT,GPT,2,Library
208,11,GPT,GPT,2,Library
208,12,GPT,GPT,2,Library
208,13,GPT,GPT,2,Library
208,14,GPT,GPT,2,Library
208,15,GPT,GPT,2,Library
208,16,GPT,GPT,2,Library
208,17,GPT,GPT,2,Library
208,18,GPT,GPT,2,Library
208,19,GPT,GPT,2,Library
208,20,GPT,GPT,2,Library
208,21,GPT,GPT,2,Library
208,22,GPT,GPT,2,Library
208,23,GPT,GPT,2,Library
208,24,GPT,GPT,2,Library
208,25,GPT,GPT,2,Library
209,0,GPT,GPT,2,Library
209,1,GPT,GPT,2,Library
209,2,GPT,GPT,2,Library
209,3,GPT,GPT,2,Library
209,4,GPT,GPT,2,Library
209,5,GPT,GPT,2,Library
209,6,GPT,GPT,2,Library
209,7,GPT,GPT,2,Library
209,8,GPT,GPT,2,Library
209,9,GPT,GPT,2,Library
209,10,GPT,GPT,2,Library
209,11,GPT,GPT,2,Library
209,12,GPT,GPT,2,Library
209,13,GPT,GPT,2,Library
209,14,GPT,GPT,2,Library
209,15,GPT,GPT,2,Library
209,16,GPT,GPT,2,Library
209,17,GPT,GPT,2,Library
209,18,GPT,GPT,2,Library
209,19,GPT,GPT,2,Library
209,20,GPT,GPT,2,Library
209,21,GPT,GPT,2,Library
210,0,GPT,GPT,2,Library
210,1,GPT,GPT,2,Library
210,2,GPT,GPT,2,Library
210,3,GPT,GPT,2,Library
210,4,GPT,GPT,2,Library
210,5,GPT,GPT,2,Library
210,6,GPT,GPT,2,Library
210,7,GPT,GPT,2,Library
210,8,GPT,GPT,2,Library
210,9,GPT,GPT,2,Library
210,10,GPT,GPT,2,Library
210,11,GPT,GPT,2,Library
210,12,GPT,GPT,2,Library
210,13,GPT,GPT,2,Library
210,14,GPT,GPT,2,Library
210,15,GPT,GPT,2,Library
210,16,GPT,GPT,2,Library
210,17,GPT,GPT,2,Library
210,18,GPT,GPT,2,Library
210,19,GPT,GPT,2,Library
210,20,GPT,GPT,2,Library
210,21,GPT,GPT,2,Library
210,22,GPT,GPT,2,Library
210,23,GPT,GPT,2,Library
210,24,GPT,GPT,2,Library
210,25,GPT,GPT,2,Library
211,0,GPT,GPT,2,Library
211,1,GPT,GPT,2,Library
211,2,GPT,GPT,2,Library
211,3,GPT,GPT,2,Library
211,4,GPT,GPT,2,Library
211,5,GPT,GPT,2,Library
211,6,GPT,GPT,2,Library
211,7,GPT,GPT,2,Library
211,8,GPT,GPT,2,Library
211,9,GPT,GPT,2,Library
211,10,GPT,GPT,2,Library
211,11,GPT,GPT,2,Library
211,12,GPT,GPT,2,Library
211,13,GPT,GPT,2,Library
211,14,GPT,GPT,2,Library
211,15,GPT,GPT,2,Library
211,16,GPT,GPT,2,Library
211,17,GPT,GPT,2,Library
212,0,GPT,GPT,2,Library
212,1,GPT,GPT,2,Library
212,2,GPT,GPT,2,Library
212,3,GPT,GPT,2,Library
212,4,GPT,GPT,2,Library
212,5,GPT,GPT,2,Library
