conversation_id,transition_idx,turn_index_assistant,turn_index_user,participant_id,condition,family,turn_index_normalized,assistant_prev_episode_id,user_next_episode_id,a_exploration_opening,a_reframing_quality,a_agency_preservation,a_stance_integrity,a_timing_fit,u_coregulation_uptake,u_agency_preservation,u_implementation_grounding,u_evaluative_discipline
158,2,1,2,28,GPT,GPT,0.15384615384615385,158_e01,158_e01,,,,,,,,,
158,4,3,4,28,GPT,GPT,0.3076923076923077,158_e02,158_e02,,,,,,,,,
158,6,5,6,28,GPT,GPT,0.46153846153846156,158_e02,158_e03,,,,,,,,,
158,8,7,8,28,GPT,GPT,0.6153846153846154,158_e03,158_e03,,,,,,,,,
158,10,9,10,28,GPT,GPT,0.7692307692307693,158_e04,158_e04,,,,,,,,,
158,12,11,12,28,GPT,GPT,0.9230769230769231,158_e04,158_e04,,,,,,,,,
159,2,1,2,29,GPT,GPT,0.13333333333333333,159_e01,159_e01,,,,,,,,,
159,4,3,4,29,GPT,GPT,0.26666666666666666,159_e01,159_e02,,,,,,,,,
159,6,5,6,29,GPT,GPT,0.4,159_e02,159_e02,,,,,,,,,
159,8,7,8,29,GPT,GPT,0.5333333333333333,159_e03,159_e03,,,,,,,,,
159,10,9,10,29,GPT,GPT,0.6666666666666666,159_e03,159_e03,,,,,,,,,
159,12,11,12,29,GPT,GPT,0.8,159_e04,159_e04,,,,,,,,,
159,14,13,14,29,GPT,GPT,0.9333333333333333,159_e04,159_e04,,,,,,,,,
160,2,1,2,30,GPT,GPT,0.13333333333333333,160_e01,160_e01,,,,,,,,,
160,4,3,4,30,GPT,GPT,0.26666666666666666,160_e02,160_e02,,,,,,,,,
160,6,5,6,30,GPT,GPT,0.4,160_e02,160_e03,,,,,,3.0,4.0,2.0,2.0
160,8,7,8,30,GPT,GPT,0.5333333333333333,160_e03,160_e03,3.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0
160,10,9,10,30,GPT,GPT,0.6666666666666666,160_e04,160_e04,,,,,,,,,
160,12,11,12,30,GPT,GPT,0.8,160_e04,160_e05,,,,,,,,,
160,14,13,14,30,GPT,GPT,0.9333333333333333,160_e05,160_e05,,,,,,,,,
161,2,1,2,31,GPT,GPT,0.11764705882352941,161_e01,161_e01,,,,,,,,,
161,4,3,4,31,GPT,GPT,0.23529411764705882,161_e02,161_e02,2.0,1.0,3.0,4.0,3.0,2.0,3.0,1.0,1.0
161,6,5,6,31,GPT,GPT,0.35294117647058826,161_e02,161_e03,2.0,1.0,3.0,4.0,3.0,,,,
161,8,7,8,31,GPT,GPT,0.47058823529411764,161_e03,161_e03,,,,,,,,,
161,10,9,10,31,GPT,GPT,0.5882352941176471,161_e04,161_e04,,,,,,,,,
161,12,11,12,31,GPT,GPT,0.7058823529411765,161_e04,161_e05,,,,,,,,,
161,14,13,14,31,GPT,GPT,0.8235294117647058,161_e05,161_e05,,,,,,,,,
161,16,15,16,31,GPT,GPT,0.9411764705882353,161_e06,161_e06,,,,,,,,,
162,2,1,2,32,GPT,GPT,0.15384615384615385,162_e01,162_e01,,,,,,,,,
162,4,3,4,32,GPT,GPT,0.3076923076923077,162_e02,162_e02,,,,,,,,,
162,6,5,6,32,GPT,GPT,0.46153846153846156,162_e02,162_e03,,,,,,,,,
162,8,7,8,32,GPT,GPT,0.6153846153846154,162_e03,162_e03,,,,,,,,,
162,10,9,10,32,GPT,GPT,0.7692307692307693,162_e04,162_e04,,,,,,,,,
162,12,11,12,32,GPT,GPT,0.9230769230769231,162_e04,162_e04,,,,,,,,,
164,2,1,2,33,GPT,GPT,0.2222222222222222,164_e01,164_e01,,,,,,,,,
164,4,3,4,33,GPT,GPT,0.4444444444444444,164_e02,164_e02,,,,,,,,,
164,6,5,6,33,GPT,GPT,0.6666666666666666,164_e02,164_e03,,,,,,,,,
164,8,7,8,33,GPT,GPT,0.8888888888888888,164_e03,164_e03,,,,,,,,,
166,2,1,2,33,Persona,Convergent,0.2222222222222222,166_e01,166_e01,,,,,,,,,
166,4,3,4,33,Persona,Convergent,0.4444444444444444,166_e01,166_e02,,,,,,,,,
166,6,5,6,33,Persona,Convergent,0.6666666666666666,166_e02,166_e02,,,,,,,,,
166,8,7,8,33,Persona,Convergent,0.8888888888888888,166_e03,166_e03,,,,,,,,,
167,2,1,2,29,Persona,Convergent,0.15384615384615385,167_e01,167_e01,,,,,,,,,
167,4,3,4,29,Persona,Convergent,0.3076923076923077,167_e01,167_e02,,,,,,,,,
167,6,5,6,29,Persona,Convergent,0.46153846153846156,167_e02,167_e02,,,,,,,,,
167,8,7,8,29,Persona,Convergent,0.6153846153846154,167_e03,167_e03,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.5,3.0
167,10,9,10,29,Persona,Convergent,0.7692307692307693,167_e03,167_e04,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0
167,12,11,12,29,Persona,Convergent,0.9230769230769231,167_e04,167_e04,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0
168,2,1,2,28,Persona,Convergent,0.18181818181818182,168_e01,168_e01,,,,,,,,,
168,4,3,4,28,Persona,Convergent,0.36363636363636365,168_e01,168_e02,,,,,,,,,
168,6,5,6,28,Persona,Convergent,0.5454545454545454,168_e02,168_e02,,,,,,,,,
168,8,7,8,28,Persona,Convergent,0.7272727272727273,168_e03,168_e03,,,,,,,,,
168,10,9,10,28,Persona,Convergent,0.9090909090909091,168_e03,168_e03,,,,,,,,,
169,2,1,2,25,Persona,Convergent,0.15384615384615385,169_e01,169_e01,3.0,2.0,3.0,4.0,4.0,3.0,3.0,1.0,1.0
169,4,3,4,25,Persona,Convergent,0.3076923076923077,169_e01,169_e02,3.0,2.0,3.0,4.0,4.0,,,,
169,6,5,6,25,Persona,Convergent,0.46153846153846156,169_e02,169_e02,,,,,,,,,
169,8,7,8,25,Persona,Convergent,0.6153846153846154,169_e03,169_e03,3.5,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.5
169,10,9,10,25,Persona,Convergent,0.7692307692307693,169_e03,169_e03,3.5,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.5
169,12,11,12,25,Persona,Convergent,0.9230769230769231,169_e04,169_e04,,,,,,,,,
170,2,1,2,32,Persona,Convergent,0.13333333333333333,170_e01,170_e01,,,,,,,,,
170,4,3,4,32,Persona,Convergent,0.26666666666666666,170_e01,170_e01,,,,,,,,,
170,6,5,6,32,Persona,Convergent,0.4,170_e02,170_e02,,,,,,,,,
170,8,7,8,32,Persona,Convergent,0.5333333333333333,170_e02,170_e03,,,,,,,,,
170,10,9,10,32,Persona,Convergent,0.6666666666666666,170_e03,170_e03,,,,,,,,,
170,12,11,12,32,Persona,Convergent,0.8,170_e04,170_e04,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0
170,14,13,14,32,Persona,Convergent,0.9333333333333333,170_e04,170_e04,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0
171,2,1,2,24,Persona,Convergent,0.08,171_e01,171_e01,,,,,,,,,
171,4,3,4,24,Persona,Convergent,0.16,171_e01,171_e02,,,,,,3.0,3.0,2.0,2.0
171,6,5,6,24,Persona,Convergent,0.24,171_e02,171_e02,3.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0
171,8,7,8,24,Persona,Convergent,0.32,171_e02,171_e02,3.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0
171,10,9,10,24,Persona,Convergent,0.4,171_e03,171_e03,,,,,,,,,
171,12,11,12,24,Persona,Convergent,0.48,171_e03,171_e04,,,,,,,,,
171,14,13,14,24,Persona,Convergent,0.56,171_e04,171_e04,,,,,,,,,
171,16,15,16,24,Persona,Convergent,0.64,171_e05,171_e05,3.0,2.5,4.0,4.0,4.0,4.0,4.0,2.5,1.5
171,18,17,18,24,Persona,Convergent,0.72,171_e05,171_e05,3.0,2.5,4.0,4.0,4.0,4.0,4.0,2.5,1.5
171,20,19,20,24,Persona,Convergent,0.8,171_e06,171_e06,,,,,,,,,
171,22,21,22,24,Persona,Convergent,0.88,171_e06,171_e07,,,,,,,,,
171,24,23,24,24,Persona,Convergent,0.96,171_e07,171_e07,,,,,,,,,
172,2,1,2,27,Persona,Convergent,0.11764705882352941,172_e01,172_e01,,,,,,,,,
172,4,3,4,27,Persona,Convergent,0.23529411764705882,172_e01,172_e02,,,,,,,,,
172,6,5,6,27,Persona,Convergent,0.35294117647058826,172_e02,172_e02,,,,,,,,,
172,8,7,8,27,Persona,Convergent,0.47058823529411764,172_e03,172_e03,,,,,,,,,
172,10,9,10,27,Persona,Convergent,0.5882352941176471,172_e03,172_e04,,,,,,,,,
172,12,11,12,27,Persona,Convergent,0.7058823529411765,172_e04,172_e04,,,,,,,,,
172,14,13,14,27,Persona,Convergent,0.8235294117647058,172_e05,172_e05,,,,,,,,,
172,16,15,16,27,Persona,Convergent,0.9411764705882353,172_e05,172_e05,,,,,,,,,
175,2,1,2,31,Persona,Convergent,0.11764705882352941,175_e01,175_e01,,,,,,,,,
175,4,3,4,31,Persona,Convergent,0.23529411764705882,175_e02,175_e02,,,,,,,,,
175,6,5,6,31,Persona,Convergent,0.35294117647058826,175_e02,175_e03,,,,,,,,,
175,8,7,8,31,Persona,Convergent,0.47058823529411764,175_e03,175_e03,,,,,,,,,
175,10,9,10,31,Persona,Convergent,0.5882352941176471,175_e04,175_e04,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0
175,12,11,12,31,Persona,Convergent,0.7058823529411765,175_e04,175_e05,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0
175,14,13,14,31,Persona,Convergent,0.8235294117647058,175_e05,175_e05,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0
175,16,15,16,31,Persona,Convergent,0.9411764705882353,175_e05,175_e05,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0
176,2,1,2,30,Persona,Convergent,0.15384615384615385,176_e01,176_e01,,,,,,,,,
176,4,3,4,30,Persona,Convergent,0.3076923076923077,176_e01,176_e01,,,,,,,,,
176,6,5,6,30,Persona,Convergent,0.46153846153846156,176_e01,176_e02,,,,,,3.0,3.0,2.0,2.0
176,8,7,8,30,Persona,Convergent,0.6153846153846154,176_e02,176_e02,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0
176,10,9,10,30,Persona,Convergent,0.7692307692307693,176_e02,176_e03,3.0,3.0,3.0,4.0,3.0,,,,
176,12,11,12,30,Persona,Convergent,0.9230769230769231,176_e03,176_e03,,,,,,,,,
180,2,1,2,34,GPT,GPT,0.13333333333333333,180_e01,180_e01,,,,,,,,,
180,4,3,4,34,GPT,GPT,0.26666666666666666,180_e01,180_e01,,,,,,,,,
180,6,5,6,34,GPT,GPT,0.4,180_e02,180_e02,,,,,,,,,
180,8,7,8,34,GPT,GPT,0.5333333333333333,180_e02,180_e03,,,,,,,,,
180,10,9,10,34,GPT,GPT,0.6666666666666666,180_e03,180_e03,,,,,,,,,
180,12,11,12,34,GPT,GPT,0.8,180_e04,180_e04,2.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0
180,14,13,14,34,GPT,GPT,0.9333333333333333,180_e04,180_e04,2.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0
182,2,1,2,35,GPT,GPT,0.15384615384615385,182_e01,182_e01,,,,,,,,,
182,4,3,4,35,GPT,GPT,0.3076923076923077,182_e02,182_e02,,,,,,,,,
182,6,5,6,35,GPT,GPT,0.46153846153846156,182_e02,182_e03,,,,,,,,,
182,8,7,8,35,GPT,GPT,0.6153846153846154,182_e03,182_e03,,,,,,,,,
182,10,9,10,35,GPT,GPT,0.7692307692307693,182_e04,182_e04,,,,,,,,,
182,12,11,12,35,GPT,GPT,0.9230769230769231,182_e04,182_e04,,,,,,,,,
183,2,1,2,36,GPT,GPT,0.2222222222222222,183_e01,183_e01,,,,,,,,,
183,4,3,4,36,GPT,GPT,0.4444444444444444,183_e01,183_e02,,,,,,,,,
183,6,5,6,36,GPT,GPT,0.6666666666666666,183_e02,183_e02,,,,,,,,,
183,8,7,8,36,GPT,GPT,0.8888888888888888,183_e02,183_e02,,,,,,,,,
184,2,1,2,37,GPT,GPT,0.10526315789473684,184_e01,184_e01,,,,,,,,,
184,4,3,4,37,GPT,GPT,0.21052631578947367,184_e02,184_e02,,,,,,,,,
184,6,5,6,37,GPT,GPT,0.3157894736842105,184_e02,184_e03,,,,,,1.5,1.0,0.5,0.0
184,8,7,8,37,GPT,GPT,0.42105263157894735,184_e03,184_e03,2.0,1.0,1.0,3.5,3.0,1.5,1.0,0.5,0.0
184,10,9,10,37,GPT,GPT,0.5263157894736842,184_e04,184_e04,,,,,,,,,
184,12,11,12,37,GPT,GPT,0.631578947368421,184_e04,184_e05,,,,,,4.0,4.0,1.0,2.0
184,14,13,14,37,GPT,GPT,0.7368421052631579,184_e05,184_e05,3.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0
184,16,15,16,37,GPT,GPT,0.8421052631578947,184_e06,184_e06,,,,,,,,,
184,18,17,18,37,GPT,GPT,0.9473684210526315,184_e06,184_e06,,,,,,,,,
185,2,1,2,38,GPT,GPT,0.2222222222222222,185_e01,185_e01,,,,,,,,,
185,4,3,4,38,GPT,GPT,0.4444444444444444,185_e01,185_e01,,,,,,,,,
185,6,5,6,38,GPT,GPT,0.6666666666666666,185_e01,185_e02,,,,,,,,,
185,8,7,8,38,GPT,GPT,0.8888888888888888,185_e02,185_e02,,,,,,,,,
187,2,1,2,38,Persona,Divergent,0.18181818181818182,187_e01,187_e01,,,,,,,,,
187,4,3,4,38,Persona,Divergent,0.36363636363636365,187_e02,187_e02,,,,,,,,,
187,6,5,6,38,Persona,Divergent,0.5454545454545454,187_e02,187_e03,,,,,,,,,
187,8,7,8,38,Persona,Divergent,0.7272727272727273,187_e03,187_e03,,,,,,,,,
187,10,9,10,38,Persona,Divergent,0.9090909090909091,187_e04,187_e04,,,,,,,,,
188,2,1,2,36,Persona,Divergent,0.2222222222222222,188_e01,188_e01,,,,,,,,,
188,4,3,4,36,Persona,Divergent,0.4444444444444444,188_e02,188_e02,,,,,,,,,
188,6,5,6,36,Persona,Divergent,0.6666666666666666,188_e02,188_e03,,,,,,,,,
188,8,7,8,36,Persona,Divergent,0.8888888888888888,188_e03,188_e03,,,,,,,,,
189,2,1,2,34,Persona,Divergent,0.13333333333333333,189_e01,189_e01,4.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,0.0
189,4,3,4,34,Persona,Divergent,0.26666666666666666,189_e02,189_e02,,,,,,,,,
189,6,5,6,34,Persona,Divergent,0.4,189_e02,189_e02,,,,,,,,,
189,8,7,8,34,Persona,Divergent,0.5333333333333333,189_e03,189_e03,,,,,,,,,
189,10,9,10,34,Persona,Divergent,0.6666666666666666,189_e03,189_e04,,,,,,,,,
189,12,11,12,34,Persona,Divergent,0.8,189_e04,189_e04,,,,,,,,,
189,14,13,14,34,Persona,Divergent,0.9333333333333333,189_e05,189_e05,,,,,,,,,
190,2,1,2,35,Persona,Divergent,0.15384615384615385,190_e01,190_e01,4.0,3.0,4.0,4.0,4.0,3.0,4.0,0.0,0.0
190,4,3,4,35,Persona,Divergent,0.3076923076923077,190_e02,190_e02,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0
190,6,5,6,35,Persona,Divergent,0.46153846153846156,190_e02,190_e03,4.0,3.0,4.0,4.0,4.0,,,,
190,8,7,8,35,Persona,Divergent,0.6153846153846154,190_e03,190_e03,,,,,,,,,
190,10,9,10,35,Persona,Divergent,0.7692307692307693,190_e03,190_e04,,,,,,,,,
190,12,11,12,35,Persona,Divergent,0.9230769230769231,190_e04,190_e04,,,,,,,,,
192,2,1,2,37,Persona,Divergent,0.11764705882352941,192_e01,192_e01,,,,,,,,,
192,4,3,4,37,Persona,Divergent,0.23529411764705882,192_e02,192_e02,,,,,,,,,
192,6,5,6,37,Persona,Divergent,0.35294117647058826,192_e02,192_e03,,,,,,,,,
192,8,7,8,37,Persona,Divergent,0.47058823529411764,192_e03,192_e03,,,,,,,,,
192,10,9,10,37,Persona,Divergent,0.5882352941176471,192_e03,192_e04,,,,,,,,,
192,12,11,12,37,Persona,Divergent,0.7058823529411765,192_e04,192_e04,,,,,,,,,
192,14,13,14,37,Persona,Divergent,0.8235294117647058,192_e05,192_e05,,,,,,,,,
192,16,15,16,37,Persona,Divergent,0.9411764705882353,192_e05,192_e05,,,,,,,,,
194,2,1,2,39,Persona,BoundedRational,0.09523809523809523,194_e01,194_e01,,,,,,,,,
194,4,3,4,39,Persona,BoundedRational,0.19047619047619047,194_e02,194_e02,,,,,,,,,
194,6,5,6,39,Persona,BoundedRational,0.2857142857142857,194_e02,194_e03,,,,,,,,,
194,8,7,8,39,Persona,BoundedRational,0.38095238095238093,194_e03,194_e03,,,,,,,,,
194,10,9,10,39,Persona,BoundedRational,0.47619047619047616,194_e04,194_e04,,,,,,,,,
194,12,11,12,39,Persona,BoundedRational,0.5714285714285714,194_e04,194_e05,,,,,,,,,
194,14,13,14,39,Persona,BoundedRational,0.6666666666666666,194_e05,194_e05,,,,,,,,,
194,16,15,16,39,Persona,BoundedRational,0.7619047619047619,194_e06,194_e06,,,,,,,,,
194,18,17,18,39,Persona,BoundedRational,0.8571428571428571,194_e06,194_e06,,,,,,,,,
194,20,19,20,39,Persona,BoundedRational,0.9523809523809523,194_e06,194_e06,,,,,,,,,
195,2,1,2,40,Persona,BoundedRational,0.15384615384615385,195_e01,195_e01,4.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,0.0
195,4,3,4,40,Persona,BoundedRational,0.3076923076923077,195_e02,195_e02,,,,,,,,,
195,6,5,6,40,Persona,BoundedRational,0.46153846153846156,195_e02,195_e03,,,,,,,,,
195,8,7,8,40,Persona,BoundedRational,0.6153846153846154,195_e03,195_e03,,,,,,,,,
195,10,9,10,40,Persona,BoundedRational,0.7692307692307693,195_e04,195_e04,3.0,2.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0
195,12,11,12,40,Persona,BoundedRational,0.9230769230769231,195_e04,195_e04,3.0,2.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0
196,2,1,2,41,Persona,BoundedRational,0.18181818181818182,196_e01,196_e01,,,,,,,,,
196,4,3,4,41,Persona,BoundedRational,0.36363636363636365,196_e02,196_e02,,,,,,,,,
196,6,5,6,41,Persona,BoundedRational,0.5454545454545454,196_e02,196_e03,,,,,,3.0,4.0,3.0,2.0
196,8,7,8,41,Persona,BoundedRational,0.7272727272727273,196_e03,196_e03,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0
196,10,9,10,41,Persona,BoundedRational,0.9090909090909091,196_e03,196_e03,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0
199,2,1,2,43,Persona,BoundedRational,0.09523809523809523,199_e01,199_e01,,,,,,,,,
199,4,3,4,43,Persona,BoundedRational,0.19047619047619047,199_e02,199_e02,,,,,,,,,
199,6,5,6,43,Persona,BoundedRational,0.2857142857142857,199_e02,199_e03,,,,,,4.0,4.0,4.0,2.0
199,8,7,8,43,Persona,BoundedRational,0.38095238095238093,199_e03,199_e03,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0
199,10,9,10,43,Persona,BoundedRational,0.47619047619047616,199_e04,199_e04,3.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0
199,12,11,12,43,Persona,BoundedRational,0.5714285714285714,199_e04,199_e05,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0
199,14,13,14,43,Persona,BoundedRational,0.6666666666666666,199_e05,199_e05,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0
199,16,15,16,43,Persona,BoundedRational,0.7619047619047619,199_e06,199_e06,,,,,,,,,
199,18,17,18,43,Persona,BoundedRational,0.8571428571428571,199_e06,199_e07,,,,,,3.0,3.0,3.0,3.0
199,20,19,20,43,Persona,BoundedRational,0.9523809523809523,199_e07,199_e07,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0
200,2,1,2,44,Persona,BoundedRational,0.09523809523809523,200_e01,200_e01,4.0,3.0,4.0,4.0,4.0,3.0,4.0,0.0,0.0
200,4,3,4,44,Persona,BoundedRational,0.19047619047619047,200_e02,200_e02,2.0,1.0,3.0,3.0,3.0,2.0,3.0,0.0,0.0
200,6,5,6,44,Persona,BoundedRational,0.2857142857142857,200_e02,200_e03,2.0,1.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0
200,8,7,8,44,Persona,BoundedRational,0.38095238095238093,200_e03,200_e03,3.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0
200,10,9,10,44,Persona,BoundedRational,0.47619047619047616,200_e04,200_e04,,,,,,,,,
200,12,11,12,44,Persona,BoundedRational,0.5714285714285714,200_e04,200_e05,,,,,,,,,
200,14,13,14,44,Persona,BoundedRational,0.6666666666666666,200_e05,200_e05,,,,,,,,,
200,16,15,16,44,Persona,BoundedRational,0.7619047619047619,200_e06,200_e06,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0
200,18,17,18,44,Persona,BoundedRational,0.8571428571428571,200_e06,200_e07,4.0,3.0,3.0,4.0,4.0,,,,
200,20,19,20,44,Persona,BoundedRational,0.9523809523809523,200_e07,200_e07,,,,,,,,,
201,2,1,2,45,Persona,BoundedRational,0.08695652173913043,201_e01,201_e01,4.0,3.0,4.0,4.0,4.0,3.0,4.0,0.0,0.0
201,4,3,4,45,Persona,BoundedRational,0.17391304347826086,201_e02,201_e02,,,,,,,,,
201,6,5,6,45,Persona,BoundedRational,0.2608695652173913,201_e02,201_e03,,,,,,,,,
201,8,7,8,45,Persona,BoundedRational,0.34782608695652173,201_e03,201_e03,,,,,,,,,
201,10,9,10,45,Persona,BoundedRational,0.43478260869565216,201_e03,201_e04,,,,,,3.0,3.0,1.0,0.0
201,12,11,12,45,Persona,BoundedRational,0.5217391304347826,201_e04,201_e04,2.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0
201,14,13,14,45,Persona,BoundedRational,0.6086956521739131,201_e04,201_e05,2.0,1.0,3.0,3.0,3.0,,,,
201,16,15,16,45,Persona,BoundedRational,0.6956521739130435,201_e05,201_e05,,,,,,,,,
201,18,17,18,45,Persona,BoundedRational,0.782608695652174,201_e06,201_e06,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0
201,20,19,20,45,Persona,BoundedRational,0.8695652173913043,201_e06,201_e07,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,1.5
201,22,21,22,45,Persona,BoundedRational,0.9565217391304348,201_e07,201_e07,2.5,1.5,3.0,3.5,3.5,3.0,3.0,2.0,1.5
202,2,1,2,46,Persona,BoundedRational,0.15384615384615385,202_e01,202_e01,4.0,3.0,4.0,4.0,4.0,3.0,4.0,0.0,0.0
202,4,3,4,46,Persona,BoundedRational,0.3076923076923077,202_e02,202_e02,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0
202,6,5,6,46,Persona,BoundedRational,0.46153846153846156,202_e02,202_e03,2.0,1.0,3.0,3.0,3.0,,,,
202,8,7,8,46,Persona,BoundedRational,0.6153846153846154,202_e03,202_e03,,,,,,,,,
202,10,9,10,46,Persona,BoundedRational,0.7692307692307693,202_e03,202_e04,,,,,,,,,
202,12,11,12,46,Persona,BoundedRational,0.9230769230769231,202_e04,202_e04,,,,,,,,,
203,2,1,2,47,Persona,BoundedRational,0.18181818181818182,203_e01,203_e01,,,,,,,,,
203,4,3,4,47,Persona,BoundedRational,0.36363636363636365,203_e02,203_e02,3.5,3.0,3.5,4.0,4.0,3.5,3.5,3.0,2.0
203,6,5,6,47,Persona,BoundedRational,0.5454545454545454,203_e02,203_e03,3.5,3.0,3.5,4.0,4.0,,,,
203,8,7,8,47,Persona,BoundedRational,0.7272727272727273,203_e03,203_e03,,,,,,,,,
203,10,9,10,47,Persona,BoundedRational,0.9090909090909091,203_e04,203_e04,,,,,,,,,
204,2,1,2,42,Persona,BoundedRational,0.13333333333333333,204_e01,204_e01,,,,,,,,,
204,4,3,4,42,Persona,BoundedRational,0.26666666666666666,204_e02,204_e02,2.5,1.0,3.5,4.0,3.5,3.5,3.5,3.0,2.0
204,6,5,6,42,Persona,BoundedRational,0.4,204_e02,204_e03,2.5,1.0,3.5,4.0,3.5,,,,
204,8,7,8,42,Persona,BoundedRational,0.5333333333333333,204_e03,204_e03,,,,,,,,,
204,10,9,10,42,Persona,BoundedRational,0.6666666666666666,204_e04,204_e04,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0
204,12,11,12,42,Persona,BoundedRational,0.8,204_e04,204_e05,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0
204,14,13,14,42,Persona,BoundedRational,0.9333333333333333,204_e05,204_e05,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0
205,2,1,2,46,GPT,GPT,0.11764705882352941,205_e01,205_e01,,,,,,,,,
205,4,3,4,46,GPT,GPT,0.23529411764705882,205_e01,205_e02,,,,,,,,,
