conversation_id,participant_id,condition_original,persona_family_original,round,challenge,n_episodes,exploration_opening_mean,reframing_quality_mean,evaluative_discipline_mean,agency_preservation_mean,anchor_management_mean,coregulation_uptake_mean,timing_fit_mean,implementation_grounding_mean,cognitive_load_clarity_mean,stance_integrity_mean,premature_convergence_risk_mean,runaway_divergence_risk_mean,user_agency_proxy_mean,exploration_opening_early,exploration_opening_mid,exploration_opening_late,reframing_quality_early,reframing_quality_mid,reframing_quality_late,evaluative_discipline_early,evaluative_discipline_mid,evaluative_discipline_late,regulation_balance_index,trajectory_type
227,51,GPT,GPT,2,Bicycle,6,2.0,1.0,0.0,3.0,1.0,2.0,3.0,1.0,3.0,4.0,0.0,3.0,2.5,,,2.0,,,1.0,,,0.0,-11.638040427198206,runaway_divergence
229,56,GPT,GPT,2,Bicycle,5,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
230,54,GPT,GPT,2,Bicycle,2,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
231,49,GPT,GPT,2,Bicycle,5,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
232,50,GPT,GPT,2,Bicycle,3,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
233,48,GPT,GPT,2,Bicycle,2,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
234,55,GPT,GPT,2,Bicycle,5,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
236,52,GPT,GPT,2,Bicycle,8,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
241,61,GPT,GPT,1,Bicycle,6,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
244,64,GPT,GPT,1,Bicycle,4,2.0,0.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,0.0,0.0,2.5,2.0,,,0.0,,,1.0,,,-5.6099459656302235,mixed_or_unclear
261,64,Persona,Divergent,2,Library,2,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
279,61,Persona,Divergent,2,Library,3,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
295,67,Persona,Divergent,1,Library,3,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
296,68,Persona,Divergent,1,Library,6,2.5,2.0,2.0,3.0,2.0,3.0,3.5,2.0,3.0,3.5,1.0,0.0,3.0,3.0,2.0,,3.0,1.0,,2.0,2.0,,-2.487437565570801,mixed_or_unclear
297,69,Persona,Divergent,1,Library,5,4.0,3.0,1.5,3.5,3.0,3.5,4.0,2.0,3.5,4.0,0.0,0.5,3.5,4.0,,4.0,3.0,,3.0,1.0,,2.0,3.727550189825397,user_led_elaboration
298,70,Persona,Divergent,1,Library,5,3.5,3.0,1.75,4.0,3.0,3.25,4.0,2.25,3.25,4.0,0.0,0.75,3.625,,3.0,4.0,,3.0,3.0,,2.0,1.5,3.8990403033272587,user_led_elaboration
299,71,Persona,Divergent,1,Library,5,4.0,3.0,2.0,3.5,3.0,3.0,4.0,2.5,3.5,4.0,0.0,0.5,3.25,4.0,4.0,,3.0,3.0,,1.0,3.0,,4.290451040651088,user_led_elaboration
300,72,Persona,Divergent,1,Library,6,4.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,1.0,1.0,3.0,,4.0,,,3.0,,,2.0,,-0.06186889729059608,reframe_and_expand
301,73,Persona,Divergent,1,Library,3,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,0.0,0.0,3.0,,4.0,,,3.0,,,3.0,,5.332921388662409,reframe_and_expand
303,70,GPT,GPT,2,Bicycle,6,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
304,73,GPT,GPT,2,Bicycle,10,2.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,2.5,,,2.0,,,1.0,,,1.0,-8.695225506216351,mixed_or_unclear
305,69,GPT,GPT,2,Bicycle,6,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
306,68,GPT,GPT,2,Bicycle,6,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
307,72,GPT,GPT,2,Bicycle,6,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
308,71,GPT,GPT,2,Bicycle,7,3.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,1.0,0.0,3.0,,3.0,,,2.0,,,1.0,,-1.7436293398208735,mixed_or_unclear
309,67,GPT,GPT,2,Bicycle,5,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
311,74,Persona,Convergent,1,Bicycle,4,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
313,76,Persona,Convergent,1,Bicycle,4,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,,,4.0,,,3.0,,,4.0,8.654053065471274,user_led_elaboration
314,77,Persona,Convergent,1,Bicycle,5,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
315,78,Persona,Convergent,1,Bicycle,7,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,0.0,0.0,3.5,,3.0,,,3.0,,,2.0,,5.001532697127745,user_led_elaboration
316,79,Persona,Convergent,1,Bicycle,5,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0,0.0,3.0,,,3.0,,,3.0,,,2.0,0.5658814055460023,reframe_and_expand
318,81,Persona,Convergent,1,Bicycle,2,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
319,80,Persona,Convergent,1,Bicycle,4,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
320,76,GPT,GPT,2,Library,3,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
321,79,GPT,GPT,2,Library,3,2.0,1.0,0.0,3.0,2.0,3.0,3.0,1.0,3.0,4.0,1.0,0.0,3.0,,2.0,,,1.0,,,0.0,,-7.792359939990368,mixed_or_unclear
323,74,GPT,GPT,2,Library,6,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
324,78,GPT,GPT,2,Library,5,2.0,1.0,0.0,3.0,1.0,2.0,3.0,0.5,2.5,3.5,0.5,0.0,2.5,2.0,,,1.0,,,0.0,,,-6.672199281778238,mixed_or_unclear
325,77,GPT,GPT,2,Library,4,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
326,81,GPT,GPT,2,Library,4,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
327,80,GPT,GPT,2,Library,5,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
328,82,GPT,GPT,1,Bicycle,4,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
329,83,GPT,GPT,1,Bicycle,8,3.0,2.0,1.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,1.0,0.0,3.5,,3.0,,,2.0,,,1.0,,-1.7436293398208735,mixed_or_unclear
330,84,GPT,GPT,1,Bicycle,3,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
332,85,GPT,GPT,1,Bicycle,7,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
333,86,GPT,GPT,1,Bicycle,5,3.0,1.0,0.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,0.0,0.0,3.0,,3.0,,,1.0,,,0.0,,-1.812818768763492,mixed_or_unclear
334,87,GPT,GPT,1,Bicycle,6,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0,0.0,3.0,,3.0,,,3.0,,,2.0,,0.5658814055460023,reframe_and_expand
335,88,GPT,GPT,1,Bicycle,4,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
336,89,GPT,GPT,1,Bicycle,8,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
337,90,GPT,GPT,1,Bicycle,6,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,0.0,3.0,,2.0,,,1.0,,,2.0,,-5.540756536687605,mixed_or_unclear
338,91,GPT,GPT,1,Bicycle,6,2.25,1.25,0.5,3.0,1.75,2.75,3.25,1.5,3.0,3.5,0.75,0.5,2.875,,2.0,2.5,,1.0,1.5,,0.0,1.0,-6.452980169367767,mixed_or_unclear
339,92,GPT,GPT,1,Bicycle,9,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
340,84,Persona,Divergent,2,Library,4,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
341,88,Persona,Divergent,2,Library,4,4.0,3.0,1.0,4.0,3.0,3.0,4.0,1.0,3.0,4.0,0.0,0.0,3.5,4.0,,,3.0,,,1.0,,,5.276647960517131,user_led_elaboration
342,85,Persona,Divergent,2,Library,5,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
343,89,Persona,Divergent,2,Library,6,4.0,3.0,1.0,3.0,2.0,3.0,4.0,1.0,3.0,4.0,0.0,1.0,3.0,4.0,,,3.0,,,1.0,,,1.0526507174822815,reframe_and_expand
344,86,Persona,Divergent,2,Library,6,4.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.3333333333333335,4.0,0.0,0.3333333333333333,3.0,4.0,4.0,,3.0,3.0,,2.0,2.0,,3.5308972643852394,reframe_and_expand
346,91,Persona,Divergent,2,Library,5,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
347,90,Persona,Divergent,2,Library,5,4.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,0.0,1.0,3.0,4.0,,,3.0,,,2.0,,,2.178452419133662,reframe_and_expand
348,83,Persona,Divergent,2,Library,8,3.5,3.0,1.5,3.0,2.0,3.0,4.0,2.0,3.0,4.0,0.5,0.5,3.0,,3.5,,,3.0,,,1.5,,0.8092660615141418,reframe_and_expand
349,82,Persona,Divergent,2,Library,5,4.0,3.0,2.0,3.0,2.5,3.5,4.0,3.0,3.5,4.0,0.0,0.5,3.25,,,4.0,,,3.0,,,2.0,3.192786053072345,reframe_and_expand
350,87,Persona,Divergent,2,Library,3,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
351,92,Persona,Divergent,2,Library,4,4.0,3.5,2.5,3.5,3.0,3.5,4.0,2.5,3.5,4.0,0.0,0.5,3.5,,,4.0,,,3.5,,,2.5,5.445206413334525,user_led_elaboration
352,93,GPT,GPT,1,Library,7,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
354,94,GPT,GPT,1,Library,6,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
355,95,GPT,GPT,1,Library,3,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
356,96,GPT,GPT,1,Library,4,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
357,97,GPT,GPT,1,Library,3,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
358,98,GPT,GPT,1,Library,4,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
361,94,Persona,Convergent,2,Bicycle,7,4.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,0.0,1.0,3.5,4.0,,,3.0,,,1.0,,,0.9096778028779169,user_led_elaboration
362,93,Persona,Convergent,2,Bicycle,6,2.5,1.5,2.0,3.0,2.5,3.0,3.5,2.5,3.5,4.0,1.0,0.5,3.0,,2.5,,,1.5,,,2.0,,-4.093625721367232,mixed_or_unclear
363,98,Persona,Convergent,2,Bicycle,7,4.0,3.0,0.0,4.0,3.0,3.0,4.0,0.0,4.0,4.0,0.0,0.0,3.5,4.0,,,3.0,,,0.0,,,4.150846258865751,user_led_elaboration
364,96,Persona,Convergent,2,Bicycle,7,2.6666666666666665,1.6666666666666667,0.6666666666666666,3.3333333333333335,2.3333333333333335,3.3333333333333335,3.3333333333333335,0.6666666666666666,3.3333333333333335,3.6666666666666665,0.6666666666666666,0.0,3.3333333333333335,3.0,2.0,,2.0,1.0,,0.0,2.0,,-3.0607567392707393,mixed_or_unclear
365,97,Persona,Convergent,2,Bicycle,4,4.0,3.0,0.0,4.0,3.0,3.0,4.0,0.0,4.0,4.0,0.0,0.0,3.5,4.0,,,3.0,,,0.0,,,4.150846258865751,user_led_elaboration
366,95,Persona,Convergent,2,Bicycle,4,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
368,100,Persona,Convergent,1,Library,4,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,,,3.0,,,2.0,,,3.0,-1.520693204395478,critique_to_commitment
370,102,Persona,Convergent,1,Library,12,3.0,3.0,2.0,3.0,2.0,2.6666666666666665,3.6666666666666665,2.0,3.3333333333333335,4.0,1.0,0.6666666666666666,2.833333333333333,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,-1.565997736292858,reframe_and_expand
372,104,Persona,Convergent,1,Library,14,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
373,105,Persona,Convergent,1,Library,6,3.0,2.0,1.0,3.0,2.0,3.0,4.0,1.0,3.0,4.0,1.0,0.0,3.0,3.0,,,2.0,,,1.0,,,-1.7436293398208735,mixed_or_unclear
374,106,Persona,Convergent,1,Library,6,3.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,0.0,0.0,3.0,,,3.0,,,2.0,,,1.0,0.4966919766033844,mixed_or_unclear
375,107,Persona,Convergent,1,Library,4,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
377,109,Persona,Convergent,1,Library,7,3.25,3.0,2.0,3.25,2.5,3.25,4.0,2.5,3.75,4.0,1.0,0.25,3.25,3.5,3.0,,3.0,3.0,,2.0,2.0,,0.9577763236262237,reframe_and_expand
378,110,Persona,Convergent,1,Library,5,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
380,112,Persona,Convergent,1,Library,7,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,0.0,0.0,3.5,,,3.0,,,3.0,,,2.0,5.001532697127745,user_led_elaboration
381,113,Persona,Convergent,1,Library,5,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
382,114,Persona,Convergent,1,Library,6,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
384,108,Persona,Convergent,1,Library,8,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
385,116,Persona,Convergent,1,Library,5,2.5,1.0,2.5,3.5,2.5,3.5,3.5,1.0,3.5,4.0,1.0,0.0,3.5,,2.5,,,1.0,,,2.5,,-2.0105807708818637,user_led_elaboration
386,117,Persona,Convergent,1,Library,7,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,1.0,1.0,3.0,,,3.0,,,2.0,,,1.0,-6.110599497460088,mixed_or_unclear
390,107,GPT,GPT,2,Bicycle,4,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
391,102,GPT,GPT,2,Bicycle,7,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
392,104,GPT,GPT,2,Bicycle,14,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
393,108,GPT,GPT,2,Bicycle,7,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
394,105,GPT,GPT,2,Bicycle,5,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,0.0,0.0,3.5,3.0,,,3.0,,,2.0,,,5.001532697127745,user_led_elaboration
396,114,GPT,GPT,2,Bicycle,6,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,1.0,1.0,3.0,,3.0,,,3.0,,,2.0,,-1.4627858623313637,reframe_and_expand
397,116,GPT,GPT,2,Bicycle,6,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
398,112,GPT,GPT,2,Bicycle,6,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
399,100,GPT,GPT,2,Bicycle,4,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,0.0,3.0,,2.0,,,1.0,,,2.0,,-5.540756536687605,mixed_or_unclear
401,109,GPT,GPT,2,Bicycle,13,2.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,2.5,,2.0,,,1.0,,,2.0,,-7.56942380456497,mixed_or_unclear
402,117,GPT,GPT,2,Bicycle,12,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
403,113,GPT,GPT,2,Bicycle,8,1.5,0.0,0.0,1.5,1.0,1.0,2.0,1.0,2.5,3.0,1.5,1.0,1.25,1.0,,2.0,0.0,,0.0,0.0,,0.0,-18.456653244813815,assistant_led_solution_delivery
